zone_risk,hour,anomaly_score,crime_index,weather_risk,safety_score
79.3013,8,0.02339,59.098,77.7151,43.633
49.374,14,0.183914,36.8745,8.7447,68.0288
97.0005,1,0.002197,83.9672,81.0164,33.964
20.8492,13,0.081208,85.1742,14.437,65.683
44.3355,22,0.074454,70.7273,73.5705,49.3408
73.375,0,0.091584,83.7606,58.7722,35.4437
98.0297,13,0.25931,76.2455,42.0592,43.9083
29.1124,22,0.142706,15.8647,73.0583,71.4912
79.466,15,0.140995,53.8759,20.1775,57.9673
17.0652,2,0.226977,42.8012,21.7672,63.3605
18.6675,23,0.113023,20.1549,11.1539,78.689
87.591,16,0.354534,31.1062,2.3142,55.1653
97.6986,11,0.25409,91.0113,27.7384,36.4024
37.8399,9,0.085536,6.2214,47.6765,82.7875
39.9193,6,0.205943,68.8009,81.9031,60.6091
51.1786,4,0.071893,30.0894,85.0969,57.3264
75.4079,23,0.116116,0.7118,82.2856,57.1289
24.204,9,0.165233,27.4831,31.8423,74.29
76.2641,10,0.059675,58.234,91.7,45.6864
87.6491,20,0.071608,7.8039,90.752,60.9068
81.1381,15,0.142666,59.7614,10.91,54.3255
36.7759,17,0.102178,96.3288,84.113,54.2786
4.6178,15,0.109955,97.9928,73.7463,61.4373
14.0412,1,0.006325,43.8922,67.4178,69.3403
79.424,12,0.158023,57.1053,1.6662,58.2516
65.7476,8,0.336032,68.7454,66.2637,42.5358
40.7721,1,0.232047,77.4024,12.0769,52.6858
64.8389,5,0.139415,4.9758,37.9412,63.601
93.3798,12,0.126599,62.0118,0.9952,54.8537
77.5765,20,0.058629,59.003,59.1149,55.6485
96.5999,3,0.030586,79.1266,42.1833,41.7156
98.8948,16,0.07149,45.609,13.8842,52.5679
38.0867,14,0.267619,17.4611,96.0302,65.1011
70.1103,17,0.272616,13.8423,87.7795,60.2398
42.5178,12,0.269518,67.3287,54.1393,50.5141
51.9851,19,0.144667,53.0425,90.9491,49.9348
33.5057,10,0.207391,39.4017,38.3084,73.0466
62.0478,16,0.064085,64.9592,66.1795,56.399
45.4045,22,0.205435,38.2103,34.2902,59.8011
79.9213,2,0.233843,52.8717,7.7704,45.1665
23.9076,19,0.07269,27.5271,86.782,68.7591
77.6333,3,0.249401,85.766,38.497,34.4247
19.5044,4,0.033389,80.8011,83.979,56.9281
45.7017,2,0.118348,52.4057,46.6041,49.0297
80.328,12,0.095909,63.8509,82.8945,46.3243
59.8266,17,0.136285,8.4843,12.5578,76.2222
46.3326,0,0.128865,39.3198,49.9027,63.0098
97.7124,7,0.095773,77.7535,38.9529,44.7978
76.858,19,0.096796,61.1254,78.7757,50.9719
30.1372,0,0.213655,73.9103,4.2155,54.0998
76.6136,10,0.020231,57.8766,3.8562,54.2479
21.6313,14,0.148784,12.6243,64.4963,77.6754
77.4689,17,0.128277,60.2282,55.0706,50.2636
80.8234,7,0.081269,67.9952,8.6374,60.0565
88.1563,8,0.167744,16.2001,25.3444,59.6195
19.3667,21,0.220281,99.0512,74.3791,53.3208
79.5629,9,0.041526,65.2865,80.3684,45.8306
23.0074,10,0.096021,18.6312,48.3773,77.8505
40.4483,13,0.126508,99.4248,18.0809,61.1998
11.1818,11,0.002841,11.0881,34.4417,85.078
58.6737,2,0.024367,34.9667,46.6988,59.3874
82.537,20,0.162776,7.1258,23.7132,71.0881
69.5889,4,0.024603,8.116,34.8804,64.6813
11.7858,5,0.086649,65.1095,83.3331,55.4335
31.9347,17,0.128784,78.7959,96.3714,64.9103
57.6965,22,0.260019,56.7372,53.3766,46.6915
5.4561,21,0.146647,3.7024,61.6533,81.7255
50.6442,9,0.152694,38.6105,2.4363,68.5779
49.6841,8,0.057263,74.848,8.8788,60.7087
96.3216,8,0.194914,20.8303,6.7544,64.5754
22.4472,9,0.112727,93.8795,7.3935,66.8871
80.1377,11,0.2532,57.6789,32.1349,47.6443
80.7471,19,0.069124,15.9114,73.2863,66.8615
48.7235,6,0.276828,47.0095,16.0707,66.0796
29.3328,17,0.146849,34.7626,53.3389,77.1557
21.1815,2,0.160689,93.9939,35.9592,51.4715
83.8111,16,0.242921,15.2612,26.8192,55.4993
75.907,12,0.148579,70.5907,1.204,52.6245
99.9644,3,0.04607,76.7407,56.3721,39.378
101.7879,8,0.15137,82.8679,91.9909,24.9689
99.4198,2,0.152406,80.1765,60.0501,30.7238
59.742,17,0.031746,19.5348,42.0626,73.1306
88.5752,23,0.119209,57.9167,35.3112,53.7433
66.9913,23,0.132698,20.8346,1.1938,58.8434
99.7497,7,0.014487,57.0984,40.2322,49.6596
44.4915,2,0.186039,53.2413,64.8546,61.4493
67.3086,22,0.443634,49.9052,78.9276,34.8315
83.059,0,0.125801,65.5993,49.7604,33.5322
68.5731,12,0.125005,39.3425,57.1831,55.4965
75.5927,4,0.001486,83.451,73.1188,34.2164
19.8853,10,0.462392,11.8472,25.1001,74.147
36.8789,3,0.225544,24.2912,85.5354,54.8275
83.479,20,0.148516,75.813,69.3847,37.2202
48.2701,3,0.407544,41.6779,40.1751,46.1002
61.4327,22,0.052616,23.5139,32.8081,61.8914
97.6949,13,0.181255,84.7671,68.5587,37.1963
76.4564,9,0.054976,75.882,4.2885,58.8775
23.0728,8,0.49512,13.7337,61.528,66.3905
51.6058,12,0.065535,36.6667,68.2164,72.291
50.8408,8,0.234759,37.3108,78.6799,58.9336
91.7623,4,0.018728,61.824,84.8523,36.632
50.4128,8,0.074369,44.8998,76.753,64.3842
75.204,16,0.26192,64.4935,87.892,45.9615
104.0092,10,0.300695,79.9282,80.4047,33.9851
27.3797,11,0.265817,81.3542,94.5061,58.6504
82.7086,14,0.012412,50.9974,11.5566,62.6062
80.513,3,0.430368,15.152,16.1491,48.5225
36.1678,7,0.421668,5.1943,66.8052,67.3179
17.3013,8,0.001998,8.3125,36.3719,89.8287
54.9758,3,0.140818,33.0873,92.2526,49.4333
53.5217,4,0.470391,62.8071,79.5008,37.0998
103.9606,21,0.564026,83.8648,73.3028,24.7944
95.0254,1,0.235061,52.2333,76.2207,36.4416
13.0803,16,0.066706,32.931,14.508,83.1393
71.8179,13,0.308748,29.1875,21.0909,54.9129
32.5978,17,0.088112,5.7187,60.1935,72.8176
78.2367,11,0.117845,61.7781,81.3506,49.9591
87.6282,13,0.402084,38.9114,88.2961,39.3372
56.3001,0,0.3711,27.4137,60.7629,54.8727
54.5984,3,0.551099,42.004,33.8595,40.4117
54.2252,5,0.176889,42.2693,26.268,56.0574
15.5956,10,0.233713,94.3534,79.4705,50.9601
78.2634,19,0.126312,70.2828,56.7817,45.0667
19.435,21,0.155572,18.5336,57.4677,77.1693
95.2293,21,0.205924,78.5313,91.4061,38.1577
75.8937,22,0.143501,65.3158,15.6632,44.5019
84.4014,7,0.201285,64.3157,47.4971,49.6326
83.109,5,0.067366,57.5158,87.106,32.7341
98.8034,17,0.180849,86.543,26.3755,43.6168
42.5974,11,0.367597,65.0105,53.3866,45.1616
54.823,4,0.055036,57.8563,70.8403,55.3745
16.6965,6,0.205268,19.8806,91.8814,68.6116
35.9026,0,0.133537,42.6216,39.7689,54.9189
84.0558,6,0.000209,60.9371,54.1366,50.4672
53.4564,15,0.214803,40.1744,86.794,54.7741
102.5304,9,0.154459,87.1524,4.4544,42.6023
102.9629,14,0.15778,86.8216,56.4526,39.5877
89.4571,13,0.182608,22.1792,46.3799,55.5113
52.7194,6,0.090123,98.4782,97.0481,50.5581
100.1371,9,0.274295,71.203,13.5249,47.2072
78.5358,19,0.167479,56.6403,78.0677,44.3265
83.3366,2,0.180882,30.0603,85.7294,39.9304
86.7286,3,0.163395,84.2938,1.2776,42.9577
10.007,9,0.115945,69.1824,56.6235,63.9546
79.0121,15,0.101058,62.7966,52.9347,49.7874
82.923,10,0.441966,67.5774,75.8471,39.2463
81.9002,6,0.22373,70.957,27.3231,44.3159
83.0758,13,0.171791,58.3631,11.1555,64.4673
80.0262,18,0.274636,77.4765,87.7845,39.2919
53.2447,20,0.051286,36.4372,38.7316,72.2901
77.3406,16,0.016588,65.2824,77.5353,43.2956
104.2145,3,0.173669,90.523,12.3796,26.8441
24.3837,23,0.159394,93.8988,87.1102,45.9258
18.8437,5,0.183375,21.7541,30.9105,65.1438
80.124,3,0.238519,62.9178,97.278,30.5927
99.6658,17,0.163858,73.3718,71.2937,40.4164
47.1149,10,0.130271,53.1743,7.67,71.772
82.9487,23,0.380984,77.1688,28.2414,32.3448
52.001,23,0.241674,47.5693,34.5443,51.8827
23.572,15,0.032764,21.4156,34.1325,84.8172
82.8275,0,0.165878,59.7526,25.3382,44.0144
77.6556,20,0.158496,71.2751,35.8259,51.7683
39.5616,1,0.001169,76.3666,4.8598,56.8697
52.8108,12,0.232641,42.8204,71.9308,62.2249
81.7932,20,0.179883,66.4302,2.2655,54.2798
91.9538,22,0.218558,25.8409,82.8112,42.6276
17.1088,20,0.3788,17.9182,26.7786,80.9818
46.658,13,0.319304,40.0562,99.7925,49.6723
76.8795,10,0.165708,40.9979,57.9012,51.8352
95.2103,12,0.0738,79.7289,40.8635,36.14
77.0893,3,0.278703,65.1654,63.8347,32.2499
101.1992,22,0.120687,78.3161,37.3849,28.2378
71.1508,11,0.148823,57.1154,50.3825,54.2071
32.3738,4,0.382097,48.1021,50.7563,55.9763
76.3443,17,0.237763,68.6397,12.4785,46.0939
91.8843,20,0.115856,16.7884,41.7642,64.06
84.7467,6,0.151765,61.4258,69.9617,42.4492
80.5289,21,0.024503,67.0829,93.2817,45.7872
92.5578,18,0.392843,2.9791,45.3492,56.7011
99.0261,3,0.174991,74.1437,59.7365,28.328
81.7531,1,0.053046,55.3376,4.9047,44.9197
16.8078,4,0.310237,41.3893,16.0251,70.5322
54.7327,18,0.524839,37.9119,77.8898,46.4961
17.6961,7,0.008769,48.3245,47.3912,74.9892
49.5334,8,0.0285,82.3338,11.1217,58.7371
3.1984,17,0.236594,86.9186,78.4521,64.8724
20.5629,18,0.053747,16.7731,90.8647,83.238
58.4578,15,0.248818,31.7845,66.2812,60.362
96.0178,9,0.188205,84.6099,92.4515,35.0078
74.2287,1,0.092238,30.6245,9.225,55.1732
44.5789,20,0.281886,24.1088,0.5511,68.8289
10.1691,0,0.111386,15.8258,31.4137,70.5052
84.642,15,0.036082,64.1025,79.5687,48.4922
77.6323,6,0.100012,58.3782,96.8463,46.7484
79.1499,15,0.035716,64.542,81.8479,52.8372
100.766,23,0.054781,82.438,96.4384,29.5304
47.2273,8,0.267071,53.1379,79.9712,58.5328
78.1608,16,0.436732,66.9538,57.9309,46.1285
51.8589,3,0.41488,41.1111,6.3308,54.9598
85.0212,11,0.113479,73.5952,89.765,44.3085
9.0865,21,0.338866,21.2474,22.2016,74.4601
23.0329,19,0.181574,24.6604,87.8773,75.7753
83.718,13,0.17123,59.3559,53.239,42.223
23.6848,10,0.150835,6.9532,24.458,81.8511
50.2489,0,0.249574,33.6413,28.7807,52.7845
76.5413,6,0.110968,98.123,10.5282,40.6128
6.0581,23,0.322521,64.1599,35.2323,60.4282
67.3121,22,0.158183,49.3473,73.1962,47.6297
87.5302,8,0.516336,96.5569,4.2317,32.0483
48.9611,17,0.257968,5.2302,48.5804,71.0934
13.5988,9,0.256427,89.0512,6.2855,63.0533
47.576,19,0.293498,57.9564,79.4164,54.1303
38.0593,13,0.066081,6.4132,74.8045,74.4941
99.1303,3,0.097283,87.318,23.8861,30.8885
75.5019,13,0.408855,67.5175,31.377,44.5598
83.2908,12,0.019966,65.4092,71.7539,57.3175
9.4493,1,0.271855,21.2416,58.0853,65.7263
95.4088,10,0.054165,81.1776,3.5342,40.6185
82.3996,14,0.382344,69.5343,74.6649,29.738
47.9326,12,0.19367,18.2501,76.726,58.9366
6.7761,11,0.048446,78.0193,61.9326,71.1159
79.6184,10,0.362166,16.6405,98.7043,57.1171
53.5472,9,0.050751,23.8942,18.7835,69.416
78.4767,3,0.147045,62.6983,72.5185,41.5
46.4429,1,0.2679,10.5538,85.4885,60.378
51.2502,1,0.147198,92.3904,26.8558,42.106
75.2717,0,0.283729,70.1781,66.2619,37.6725
27.6467,15,0.129315,3.2063,85.821,84.0282
84.4442,11,0.292029,61.823,34.0898,47.4219
77.7343,14,0.131691,75.1333,56.244,43.518
84.611,8,0.123939,62.3466,88.0913,45.9088
62.9001,23,0.476073,85.8261,56.3655,30.7349
83.6215,5,0.185333,67.466,24.4137,41.7632
91.4672,16,0.627531,89.6287,29.5368,24.2007
13.2887,0,0.062907,54.3447,58.2592,67.9922
83.0745,0,0.05939,61.2711,53.9008,42.0551
83.2969,16,0.529722,78.1995,13.514,38.0035
68.4261,5,0.151977,49.2267,11.4859,51.6336
78.0854,3,0.354159,65.288,85.7277,33.5779
11.9203,15,0.157875,48.1639,45.0591,77.0277
91.7105,17,0.391555,23.2968,70.8288,48.8437
65.9766,4,0.250105,75.7672,14.9055,47.5062
49.5199,23,0.211442,63.1707,51.1651,45.1913
72.8504,5,0.076806,57.9305,11.1209,54.0867
81.6611,20,0.185409,66.6496,22.711,54.2844
19.6428,3,0.599582,32.3695,37.6739,55.7484
75.8677,7,0.022776,55.0014,3.4345,66.4123
98.2411,8,0.234693,72.9357,4.3976,46.6297
19.0738,3,0.195074,53.0737,53.7741,66.2044
43.2748,13,0.262194,18.0964,1.8567,71.5468
79.4071,9,0.71045,5.0142,12.7356,54.4638
46.9349,23,0.402416,35.8817,83.0244,51.5863
101.381,6,0.172344,77.2751,93.4789,37.2586
41.4295,15,0.138469,28.9728,94.4043,65.0862
96.4925,15,0.103148,77.0652,35.2926,42.4347
42.9126,4,0.214388,41.0041,94.8314,55.5087
69.2807,16,0.067936,49.9174,58.24,52.8489
77.561,20,0.450376,67.544,90.4937,41.8674
63.6034,7,0.292147,80.1809,87.2625,46.663
83.0903,13,0.225091,71.9355,40.6455,42.9331
18.8782,6,0.325231,24.8049,71.1841,75.6287
74.616,4,0.089293,70.3547,60.5703,39.4429
100.3842,21,0.111299,85.625,99.3664,30.6319
70.0137,21,0.170111,98.0702,32.6489,42.513
91.4476,17,0.090193,47.3391,25.4636,50.0059
96.1296,4,0.258906,70.8885,59.7797,26.3237
64.9133,19,0.029184,99.4511,31.5336,54.0153
2.4462,0,0.204121,19.069,62.8734,62.7025
6.7946,22,0.086003,82.2699,15.3408,59.5512
80.5325,8,0.210068,71.9104,67.312,43.492
100.3844,15,0.153944,90.1936,79.8117,33.2041
82.339,11,0.254958,55.8638,27.1996,50.2152
34.3506,13,0.265524,61.9817,96.8722,57.1006
78.5423,6,0.154874,3.3271,17.4632,69.3481
34.3718,5,0.161914,32.1128,94.3672,47.2687
23.5826,8,0.062035,54.6731,59.4809,65.509
97.326,23,0.092589,84.0776,53.5095,32.5457
37.0819,16,0.255661,98.0882,46.9029,53.5869
17.9719,11,0.285086,19.6612,2.7088,71.6209
102.1589,4,0.395218,84.9289,55.6006,28.789
16.4927,22,0.101787,23.7553,75.1512,74.9817
78.2135,15,0.107466,65.7076,4.2819,59.3979
17.7325,9,0.053254,20.2546,10.9169,85.6558
36.6445,10,0.389346,92.3537,55.9963,53.7575
40.4241,8,0.162792,15.6018,18.0087,73.8072
81.5478,1,0.049974,62.7852,52.2491,40.6804
30.1883,13,0.254729,98.7818,46.2265,53.7296
22.1634,18,0.154436,57.2322,3.086,71.9374
53.3881,9,0.22849,72.0828,40.1924,52.7955
94.705,0,0.075528,83.9175,1.505,37.1879
27.9309,8,0.053458,69.7655,18.5839,69.1706
84.497,18,0.085113,59.8551,85.961,47.3972
19.6998,2,0.283382,0.3615,61.5586,70.0427
79.9691,8,0.141934,58.4396,83.1516,52.1851
102.9208,11,0.086033,82.3348,36.9941,41.1866
50.4638,11,0.207679,41.9415,61.679,54.0379
78.8174,9,0.351728,67.3809,30.332,39.8327
54.6015,17,0.174242,76.5336,45.7154,56.4036
99.3282,6,0.118439,78.6018,87.9849,38.2725
50.4759,3,0.318809,35.6797,72.5677,46.7081
46.0408,21,0.174263,47.1996,71.958,60.5813
84.7773,4,0.19287,68.0106,42.0295,39.7539
103.7239,6,0.185701,86.0737,58.6935,36.7636
23.4766,12,0.503198,18.3326,44.6901,73.8289
95.7178,16,0.102367,81.5775,95.6111,37.7226
79.4059,11,0.097862,60.968,97.4005,49.9393
19.6151,1,0.074396,16.0372,73.9245,74.8607
31.8831,20,0.413014,48.9935,24.3921,62.7658
78.8382,6,0.110784,66.8892,53.7076,45.35
81.2016,2,0.209856,73.7151,58.3458,30.9371
76.9687,5,0.028843,67.0695,74.9147,41.4266
18.2366,5,0.045757,13.6632,51.1376,73.8152
60.982,4,0.122007,39.7603,36.46,56.7809
76.8828,6,0.500487,63.942,96.0388,36.8632
83.1732,14,0.175297,58.8872,99.3338,46.1975
98.312,3,0.103472,36.2234,63.4476,53.1933
6.3048,11,0.26596,95.0851,63.7057,62.57
80.5913,8,0.093079,65.2864,90.4319,45.2874
82.3201,13,0.300176,60.2237,39.4334,45.3704
22.9921,7,0.272389,20.7342,88.7952,72.7119
45.9662,20,0.055416,43.0743,36.7354,63.6456
47.2458,10,0.145363,39.7721,40.87,67.4009
83.7352,6,0.023427,65.1172,7.6626,58.5693
18.0629,11,0.237135,13.0351,74.6123,82.3021
39.4563,23,0.328495,99.2236,96.9171,39.1273
69.7889,4,0.312794,83.1748,81.0159,33.4262
46.8381,21,0.155777,32.3198,32.6317,71.4398
41.3566,3,0.04577,8.5932,13.3521,79.494
102.0308,5,0.194353,81.2491,30.0393,25.1918
83.0913,13,0.262965,52.7853,83.2407,40.7133
80.6776,4,0.175445,88.0427,79.5374,30.5027
84.0827,22,0.241663,71.9069,68.307,38.014
58.5433,19,0.464444,88.0802,51.5283,37.9689
85.2848,6,0.177584,94.0545,9.7127,50.2234
22.9906,18,0.069717,11.2216,57.5521,87.1463
96.2144,10,0.198442,11.4731,97.6711,47.8341
98.9606,5,0.051217,69.8566,11.2777,36.3959
75.5816,9,0.269538,65.8316,6.9617,57.4668
1.7691,2,0.112346,35.4774,42.0137,76.2065
80.4629,22,0.201897,57.3491,43.6024,39.0841
97.5181,7,0.185497,45.7104,91.6046,45.9184
95.4675,22,0.061189,40.7659,59.3799,43.7422
21.0849,20,0.14002,15.7473,84.618,78.4485
73.3064,6,0.365091,69.1461,88.3095,32.8549
84.928,15,0.070997,83.4288,53.7505,48.3366
59.9349,13,0.127507,65.3979,68.1994,54.4684
95.4806,16,0.038283,83.3836,75.8745,44.5701
92.1216,18,0.062316,0.2463,52.7079,66.4388
45.498,1,0.153092,42.615,58.3275,56.5743
49.3751,5,0.401398,48.5403,28.8003,48.2747
81.8965,12,0.130675,74.7311,0.9503,54.3643
54.9263,5,0.249926,41.1851,28.6347,58.2626
52.5355,7,0.240481,32.2769,71.8057,57.4198
18.0461,8,0.149499,85.3364,48.539,71.1929
31.3725,4,0.134389,29.5287,73.7939,64.8245
30.1897,7,0.126068,83.0634,7.3694,61.215
79.1833,8,0.179199,67.2467,32.5623,49.2364
82.7182,22,0.622466,67.4432,17.2381,31.0465
25.4724,3,0.193455,41.2715,68.991,51.7946
10.4733,18,0.047325,34.3632,90.9663,72.1769
32.3763,19,0.166737,29.485,65.4463,77.1573
15.0876,11,0.330652,16.434,99.7066,75.6919
81.5272,1,0.064791,68.4128,8.8128,46.0819
32.6568,16,0.101784,23.9722,1.5231,85.2257
81.4911,7,0.194513,48.5765,43.9282,56.6825
22.9192,17,0.343139,14.7676,7.8876,80.1987
58.6111,10,0.143196,25.3231,12.3164,69.1766
93.7628,6,0.191805,40.4422,50.2845,52.0185
26.8109,10,0.076786,69.451,90.5828,54.6421
104.2828,3,0.113182,81.6101,16.6305,30.1562
82.834,18,0.096672,62.0645,86.136,40.9411
46.3539,20,0.298313,35.5872,46.8215,62.6886
75.9605,17,0.216144,58.357,41.9689,47.3426
15.25,22,0.125894,18.2565,40.4175,72.4369
83.7436,2,0.172083,9.9906,91.4759,49.3058
37.209,6,0.176778,73.3326,69.1501,55.7879
79.4328,16,0.015615,63.463,69.8174,50.9254
45.774,2,0.27672,99.7149,13.8873,43.1336
26.436,12,0.092923,31.7048,91.046,70.9566
72.0347,11,0.208701,36.9151,71.1285,53.0598
91.0723,20,0.03492,63.4054,66.2973,46.8025
41.965,4,0.174465,31.7865,63.1617,65.0343
71.2685,16,0.391822,23.2025,71.5414,51.424
19.0992,0,0.005976,19.2498,37.8643,82.6377
46.6153,7,0.084927,46.8439,49.7413,64.0734
78.0346,3,0.592667,58.8855,61.9436,31.3927
84.2827,2,0.088771,58.6985,72.4634,38.0544
32.2281,17,0.142475,30.8635,97.4825,69.0744
36.5928,9,0.362172,37.2981,61.6049,60.6451
91.3694,3,0.059651,2.7022,48.0065,56.5834
103.1409,13,0.216061,79.8119,99.229,33.158
8.6713,5,0.335651,3.7664,72.2549,78.5214
86.493,10,0.266952,95.8513,26.0813,35.2978
13.5305,21,0.353979,26.6578,69.3221,72.8903
62.2816,17,0.052773,28.9068,39.0269,65.3144
75.1348,15,0.425118,60.4335,12.138,44.7726
11.9281,5,0.118842,31.2276,71.3598,63.2641
90.8589,22,0.192704,63.651,21.5943,37.7141
21.6736,23,0.321999,88.015,84.1577,44.6876
79.6163,7,0.023362,62.3285,44.9144,53.939
56.9502,19,0.067423,46.3414,29.9874,66.8262
84.8268,18,0.291694,63.6434,0.2375,50.0648
84.9251,10,0.126926,57.8112,13.199,53.1447
83.7417,8,0.161134,59.0068,30.3567,53.3734
5.2068,21,0.312762,38.8239,73.828,70.5695
48.3393,2,0.089047,38.72,89.2186,55.6365
88.5437,1,0.337766,95.3455,98.8659,22.7207
75.6178,6,0.31037,69.2821,90.1984,33.7088
57.4084,6,0.08452,89.8855,9.4228,55.8741
98.9303,1,0.193112,92.1069,59.2188,29.031
79.3263,11,0.246354,60.663,71.7362,47.7655
51.8308,3,0.11372,49.5607,92.8674,48.4566
50.6231,9,0.387243,88.4856,19.4802,50.7417
84.4541,14,0.039833,64.1103,27.4224,52.6364
51.0219,12,0.317231,42.1058,12.2038,62.982
48.9473,7,0.064153,0.3615,45.1084,83.1426
45.1605,1,0.100542,32.8347,83.6207,54.5605
1.7274,21,0.221485,97.8543,69.6742,59.9614
49.3815,19,0.471545,35.0332,41.4191,57.3326
52.612,3,0.154827,53.7634,37.0645,50.8024
52.0018,1,0.170021,15.5294,16.2037,63.4757
52.1923,2,0.065372,53.8686,46.9733,57.1943
72.6055,8,0.27337,20.9675,92.3395,57.733
98.0011,21,0.184365,85.722,94.3213,34.7335
104.5104,17,0.137216,90.3392,66.9814,38.6104
48.1932,5,0.197884,54.5683,94.2408,51.26
74.6369,5,0.083947,12.484,82.9823,51.3951
88.92,18,0.09026,81.5498,54.4883,45.7753
54.9546,15,0.103069,34.4175,13.2491,68.6416
50.5903,20,0.182446,44.0562,31.5489,68.2286
77.6208,10,0.347159,59.3137,6.7563,54.9151
82.4246,9,0.336291,10.4421,42.6179,57.8455
80.0317,12,0.078122,36.4733,8.2629,54.8912
65.2746,4,0.29964,63.9217,93.8794,31.1432
46.8401,19,0.081382,58.2788,64.3929,62.7485
57.5919,21,0.134257,78.9738,48.6053,56.563
4.5329,23,0.344556,90.8758,46.8028,49.3096
1.7841,20,0.202041,88.8427,62.0585,69.0668
103.1998,9,0.238264,89.7608,36.8302,40.8188
21.7752,20,0.078582,71.5834,84.3485,67.8609
46.4343,8,0.119043,47.092,95.2803,66.2477
44.8805,10,0.246896,74.0323,48.847,54.615
50.9593,12,0.013784,75.9638,51.1713,58.116
96.7526,8,0.122512,85.6662,95.8951,31.7686
76.8971,3,0.410491,56.8944,75.8961,39.9527
82.8798,12,0.015495,47.3883,43.7075,55.8708
72.9746,8,0.176839,58.5665,64.2352,48.2964
47.4185,4,0.110422,42.8898,43.0751,61.065
22.7001,4,0.092268,24.7395,38.1094,75.0311
79.4496,0,0.050001,66.5674,54.2332,47.6728
80.9588,12,0.066473,66.8129,14.4496,61.0802
6.9172,15,0.11411,95.9008,41.2453,68.8649
77.4951,21,0.097147,93.6274,12.3378,47.2797
22.9168,18,0.038577,19.94,59.8401,84.2781
89.3185,22,0.068915,24.2206,76.8938,45.7687
82.1615,20,0.013063,64.2824,2.5066,52.0742
27.3621,16,0.297484,87.1127,44.3342,59.1831
80.0617,15,0.097849,41.8074,69.151,59.0922
27.0114,17,0.56145,60.0505,43.2054,57.4733
5.704,16,0.031485,82.1305,4.7984,74.3485
17.2488,7,0.189592,25.336,54.4264,70.0855
78.2386,14,0.32013,69.1782,49.1722,40.6076
18.3996,12,0.204774,60.3246,21.2416,70.5436
53.4599,22,0.152243,44.7057,4.953,57.6007
54.2051,9,0.111102,72.8331,17.558,64.308
17.9863,11,0.375106,91.104,28.0442,51.2132
54.2824,9,0.226039,53.9207,69.9384,62.3209
48.9436,4,0.170976,45.3805,21.2162,55.0302
101.1518,4,0.115463,91.5051,46.5967,30.1865
76.4227,15,0.139687,64.6952,50.96,49.2881
57.6316,11,0.304718,11.4546,71.5958,61.4758
98.8973,5,0.280725,75.8057,10.0355,39.4654
17.2242,14,0.544697,28.2171,50.8246,64.9996
80.3086,8,0.373199,64.527,93.8676,44.8134
53.34,21,0.235466,32.1811,96.9588,55.6973
23.111,1,0.109326,13.5826,0.8946,81.0443
62.0182,3,0.211042,51.3277,99.1587,39.2303
36.8266,4,0.006814,6.8077,4.2966,77.9914
81.6244,9,0.045968,56.6579,53.29,48.6196
24.8044,19,0.275528,16.4548,17.5154,76.5392
72.1432,11,0.57321,46.4491,88.6856,42.8052
96.2049,23,0.038435,80.3841,15.2486,41.5928
71.0054,10,0.069935,51.8872,49.2277,56.7688
79.0744,4,0.243313,61.0699,98.8108,32.1891
5.7922,23,0.094202,87.2347,59.117,57.8277
102.7326,18,0.313771,85.5126,17.1689,35.8526
75.6442,19,0.151671,90.8142,34.724,44.4611
71.9673,4,0.092539,40.4242,3.3981,52.0478
56.9451,18,0.337448,35.6848,42.2361,59.7131
100.8541,9,0.052393,70.5743,1.2913,46.3767
43.8964,15,0.407236,37.2833,77.4059,66.1882
45.6815,2,0.35016,63.5959,36.7682,50.5678
36.0538,19,0.127534,17.1465,15.5263,77.7103
50.8789,13,0.061462,36.2159,39.9985,71.607
76.3125,13,0.158944,72.0059,12.522,52.6076
81.9073,3,0.145851,63.1209,75.1912,42.6193
18.2536,18,0.174501,21.1122,83.6342,83.6483
51.6806,6,0.103405,39.6487,40.1185,64.6942
88.998,21,0.06005,99.3044,21.4704,51.0756
17.9587,2,0.207363,17.3201,87.7751,62.697
83.5096,13,0.22382,58.3062,56.4689,39.4646
31.9293,10,0.008489,29.9063,97.5039,63.6809
78.7605,19,0.027811,70.6847,62.6971,44.1749
76.2673,22,0.101147,75.9406,81.7077,33.2837
50.513,8,0.241326,40.76,19.0161,65.885
28.2888,12,0.014699,15.085,79.5996,76.8917
81.9062,14,0.047771,66.5193,63.8927,48.5524
21.6621,6,0.108076,19.527,68.6837,75.7595
5.3351,13,0.124959,17.1084,34.3626,87.0413
47.9623,13,0.255188,49.0699,94.6992,54.7153
31.565,2,0.326363,22.4174,3.2938,66.2609
95.9056,10,0.188515,6.4367,74.4404,57.2206
79.6962,19,0.069701,64.0644,53.0889,47.6372
45.1869,4,0.448297,37.6105,17.3566,53.8908
98.6847,15,0.03075,71.1218,32.5835,47.9629
6.0382,18,0.209429,47.5288,11.2877,79.9358
99.9679,10,0.113142,84.2204,44.2704,38.1221
75.5167,21,0.226423,55.555,36.6816,46.6834
77.0223,9,0.373692,70.1902,64.6526,42.1703
99.223,7,0.037553,16.7671,77.5299,53.2728
22.5956,21,0.290261,24.6188,1.3603,76.8123
82.8854,16,0.077997,70.0018,88.5226,44.7153
86.5956,9,0.174868,7.3255,59.5594,57.1589
47.9605,5,0.248913,35.784,9.622,63.4651
16.9816,20,0.357626,79.3705,43.0019,67.7268
