lat,lng,type,severity
26.164002,91.699999,lost_person,low
26.169368,91.705892,assault,low
26.164051,91.703784,assault,low
26.166023,91.706755,theft,high
26.16749,91.706704,accident,medium
26.16693,91.705855,theft,medium
26.166005,91.706839,theft,high
26.167447,91.706544,scam,low
26.162818,91.700995,lost_person,medium
26.165891,91.704652,lost_person,medium
26.163027,91.702642,scam,medium
26.167751,91.701578,assault,medium
26.171391,91.707065,scam,high
26.166137,91.7022,harassment,critical
26.164957,91.707725,theft,medium
26.169542,91.705753,scam,critical
26.163627,91.704918,accident,low
26.165441,91.703921,assault,low
26.167209,91.703798,lost_person,high
26.168807,91.705549,assault,medium
26.168511,91.70743,theft,medium
26.1641,91.704758,lost_person,low
26.165402,91.705324,accident,high
26.163495,91.706319,accident,low
26.167554,91.703597,accident,critical
26.168629,91.707488,theft,medium
26.166999,91.705513,accident,low
26.163611,91.703646,lost_person,low
26.163823,91.705912,lost_person,medium
26.167721,91.705295,scam,medium
26.1662,91.7027,assault,high
26.167692,91.706247,scam,medium
26.16761,91.70249,theft,high
26.166228,91.706616,theft,medium
26.169982,91.702907,harassment,medium
26.164267,91.704998,scam,low
26.164929,91.706442,accident,low
26.168617,91.706007,scam,medium
26.165585,91.704804,theft,low
26.166438,91.705403,scam,low
26.169256,91.701171,assault,medium
26.167167,91.70453,theft,low
26.171618,91.706256,scam,medium
26.164545,91.704113,theft,low
26.163605,91.702769,theft,low
26.167755,91.700441,lost_person,low
26.163966,91.707017,assault,medium
26.168087,91.706853,theft,low
26.165922,91.701938,theft,low
26.169915,91.706147,lost_person,medium
26.161976,91.70739,accident,high
26.166586,91.704104,harassment,medium
26.163558,91.703269,harassment,medium
26.166195,91.700973,theft,high
26.166533,91.706229,harassment,high
26.165911,91.700033,theft,medium
26.164891,91.704087,assault,high
26.164203,91.701343,scam,low
26.164377,91.70789,accident,medium
26.165309,91.706096,accident,high
26.165313,91.706614,assault,medium
26.168855,91.702965,theft,medium
26.162812,91.708289,lost_person,medium
26.170012,91.707679,assault,medium
26.168255,91.705442,harassment,low
26.165019,91.707064,scam,medium
26.16529,91.705929,harassment,medium
26.167601,91.704726,lost_person,critical
26.168017,91.704239,theft,medium
26.163485,91.704077,lost_person,medium
26.164823,91.707815,lost_person,low
26.167368,91.706956,assault,critical
26.169809,91.706176,theft,high
26.16469,91.70641,harassment,medium
26.165525,91.701752,assault,low
26.164734,91.705571,lost_person,critical
26.16468,91.705579,accident,high
26.163796,91.708379,harassment,high
26.165875,91.705899,theft,low
26.166573,91.702499,scam,low
26.16446,91.704076,lost_person,low
26.166056,91.704053,lost_person,medium
26.164695,91.702758,accident,medium
26.164136,91.702745,harassment,low
26.16739,91.701334,harassment,low
26.169197,91.704148,accident,medium
26.16744,91.705663,lost_person,medium
26.168876,91.701162,scam,medium
26.169906,91.703317,lost_person,high
26.168736,91.704732,accident,critical
26.169212,91.707191,lost_person,medium
26.168101,91.704394,assault,medium
26.168328,91.707691,lost_person,high
26.165778,91.708477,accident,medium
26.164557,91.707208,scam,high
26.164383,91.710287,lost_person,high
26.162539,91.710247,theft,low
26.167499,91.70487,theft,medium
26.169323,91.704979,lost_person,low
26.164493,91.707871,harassment,medium
26.166627,91.70678,accident,low
26.166047,91.704898,lost_person,low
26.165888,91.704543,harassment,low
26.167462,91.705226,assault,high
26.166368,91.706226,harassment,high
26.166828,91.705447,lost_person,high
26.164409,91.708297,assault,medium
26.167195,91.70158,harassment,low
26.168977,91.705661,lost_person,low
26.166166,91.706034,lost_person,low
26.167098,91.705725,assault,high
26.161654,91.703617,theft,low
26.167052,91.709386,scam,critical
26.167014,91.710651,lost_person,low
26.1666,91.705271,lost_person,medium
26.165842,91.705999,harassment,medium
26.164961,91.704252,lost_person,low
26.164381,91.703554,lost_person,low
26.162252,91.709237,scam,medium
26.164883,91.707614,theft,low
26.167262,91.70718,lost_person,medium
26.163877,91.706197,lost_person,low
26.168225,91.70232,lost_person,high
26.170714,91.703486,assault,medium
26.167668,91.705825,assault,high
26.169437,91.707454,lost_person,medium
26.165344,91.707905,accident,high
26.161966,91.702244,harassment,low
26.16939,91.7101,harassment,high
26.168054,91.703756,scam,low
26.166095,91.702359,harassment,low
26.16942,91.707194,lost_person,low
26.170512,91.703409,scam,high
26.170679,91.709404,assault,medium
26.164769,91.703771,lost_person,medium
26.164514,91.709062,scam,medium
26.166596,91.709226,theft,high
26.167512,91.704986,lost_person,medium
26.1679,91.707857,harassment,low
26.167215,91.706998,lost_person,low
26.165253,91.704915,assault,high
26.164931,91.706115,theft,low
26.166968,91.708229,harassment,high
26.168984,91.708423,harassment,medium
26.163869,91.708947,accident,high
26.165667,91.704811,lost_person,low
26.168204,91.708901,assault,high
26.169468,91.707981,harassment,low
26.164941,91.710151,lost_person,medium
26.166182,91.704576,assault,medium
26.169756,91.704021,lost_person,medium
26.163997,91.706496,theft,medium
26.168943,91.708972,lost_person,low
26.163058,91.70828,scam,low
26.169428,91.704784,assault,low
26.168032,91.702727,theft,high
26.170505,91.705977,lost_person,medium
26.170075,91.703365,scam,low
26.163827,91.703373,harassment,medium
26.165629,91.703686,accident,medium
26.167653,91.708045,accident,medium
26.165106,91.70671,lost_person,medium
26.168113,91.704658,scam,low
26.168871,91.706054,theft,low
26.164897,91.706277,theft,low
26.166021,91.707477,assault,high
26.170176,91.705097,lost_person,medium
26.170472,91.70688,assault,medium
26.16364,91.705788,assault,critical
26.165373,91.70699,assault,high
26.167347,91.700988,theft,low
26.170597,91.7061,theft,medium
26.163982,91.705803,assault,low
26.167788,91.707024,accident,medium
26.167952,91.704691,scam,medium
26.167169,91.703127,theft,critical
26.166888,91.705084,scam,critical
26.165836,91.706067,accident,low
26.164936,91.709969,theft,low
26.165563,91.709217,assault,high
26.165163,91.703646,accident,high
26.169114,91.706304,lost_person,low
26.167947,91.706566,assault,high
26.163986,91.704487,lost_person,medium
26.169886,91.701986,harassment,critical
26.166819,91.704179,accident,low
26.170636,91.704922,assault,high
26.165058,91.706734,harassment,medium
26.169019,91.70347,scam,medium
26.167752,91.704937,harassment,low
26.16491,91.705826,assault,low
26.164733,91.704107,lost_person,critical
26.165098,91.703035,harassment,low
26.165776,91.705375,lost_person,high
26.167526,91.704781,harassment,medium
26.165189,91.708945,scam,high
26.164393,91.703309,lost_person,medium
26.166844,91.706961,accident,medium
26.165084,91.704797,harassment,medium
26.166696,91.704938,scam,high
26.165798,91.705971,theft,low
26.167976,91.703725,scam,critical
26.163706,91.703357,accident,medium
26.163174,91.706605,theft,critical
26.161617,91.706861,harassment,high
26.162123,91.707099,lost_person,medium
26.169018,91.705064,theft,high
26.166088,91.707676,theft,medium
26.163768,91.71099,assault,high
26.166607,91.702548,harassment,medium
26.168484,91.70681,assault,medium
26.168859,91.705849,lost_person,low
26.171039,91.707025,lost_person,high
26.165052,91.706585,theft,critical
26.166877,91.705984,harassment,low
26.167742,91.706393,accident,low
26.167171,91.706848,theft,high
26.167745,91.704084,scam,medium
26.163399,91.703506,assault,low
26.164102,91.704748,assault,medium
26.167561,91.702758,lost_person,medium
26.168977,91.70553,theft,low
26.171761,91.708445,assault,medium
26.16698,91.7056,scam,medium
26.167458,91.704063,lost_person,medium
26.169208,91.702755,accident,medium
26.16731,91.705304,accident,low
26.166142,91.705086,lost_person,medium
26.166825,91.701439,lost_person,low
26.168122,91.70935,scam,low
26.169805,91.706996,assault,high
26.165535,91.70527,assault,low
26.16866,91.706873,accident,low
26.167604,91.703509,scam,medium
26.163817,91.704169,scam,medium
26.167327,91.700586,scam,critical
26.167791,91.708276,lost_person,high
26.167945,91.706563,accident,low
26.169661,91.703136,theft,medium
26.162482,91.705686,harassment,low
26.167056,91.705323,theft,low
26.166424,91.701852,theft,high
26.169195,91.707918,scam,critical
26.167634,91.701814,lost_person,low
26.168367,91.707635,assault,high
26.16616,91.70756,harassment,medium
26.165866,91.705028,harassment,low
26.164876,91.709526,accident,medium
26.168635,91.707466,accident,medium
26.169564,91.706843,scam,medium
26.162951,91.710265,scam,medium
26.165755,91.70589,lost_person,low
26.165232,91.706497,theft,low
26.160516,91.706714,scam,medium
26.166197,91.705815,lost_person,medium
26.16279,91.702178,harassment,medium
26.170172,91.704603,accident,medium
26.160837,91.705105,scam,high
26.165403,91.705657,assault,medium
26.16919,91.710058,accident,medium
26.168588,91.705281,scam,medium
26.165944,91.708102,theft,high
26.163874,91.70253,harassment,medium
26.169587,91.707687,theft,high
26.167522,91.705291,lost_person,low
26.168114,91.705387,assault,medium
26.165475,91.699264,scam,medium
26.167714,91.702435,scam,high
26.165494,91.711663,accident,high
26.168739,91.70734,theft,low
26.170285,91.706427,theft,medium
26.167181,91.708139,scam,high
26.168515,91.705337,theft,medium
26.163246,91.70624,theft,high
26.167707,91.704799,scam,medium
26.166188,91.705528,assault,medium
26.165724,91.704008,scam,high
26.16694,91.704475,harassment,medium
26.165746,91.70256,theft,high
26.164101,91.70618,lost_person,low
26.163802,91.701256,theft,medium
26.168848,91.700859,accident,medium
26.166359,91.706487,harassment,low
26.161351,91.704094,assault,medium
26.165966,91.70755,theft,medium
26.163366,91.706505,theft,medium
26.165043,91.704253,accident,low
26.167073,91.70181,harassment,medium
26.168734,91.709072,harassment,medium
26.170413,91.705749,lost_person,medium
26.166973,91.707043,scam,medium
26.164731,91.702217,assault,low
26.167749,91.705402,theft,high
26.16818,91.706169,accident,high
26.168469,91.702395,lost_person,medium
26.166028,91.703174,theft,high
26.164481,91.702739,harassment,medium
26.170202,91.705115,lost_person,medium
26.169932,91.705999,scam,medium
26.163061,91.702958,theft,low
26.168987,91.706515,theft,high
26.164234,91.703605,scam,high
26.167845,91.707175,scam,low
26.169141,91.701942,scam,low
26.168204,91.707177,harassment,medium
26.167917,91.705835,assault,low
26.167229,91.710183,assault,high
26.16834,91.707639,harassment,medium
26.165391,91.704246,assault,low
26.164116,91.701267,scam,medium
26.170195,91.704533,assault,low
26.163328,91.704685,accident,medium
26.16787,91.710961,harassment,critical
26.168333,91.707011,assault,low
26.166676,91.704371,assault,critical
26.167245,91.704838,theft,low
26.167246,91.702331,scam,medium
26.165524,91.702247,harassment,high
26.164437,91.702356,harassment,high
26.164323,91.706315,lost_person,high
26.166716,91.706662,theft,medium
26.165937,91.703091,lost_person,medium
26.166377,91.707759,lost_person,medium
26.164477,91.706789,theft,high
26.163644,91.706246,theft,low
26.167689,91.704475,accident,medium
26.16701,91.704643,accident,low
26.164172,91.705938,harassment,medium
26.168124,91.706837,lost_person,medium
26.169821,91.704264,scam,high
26.164973,91.703829,scam,medium
26.166129,91.7046,accident,medium
26.16303,91.704258,assault,low
26.167938,91.706107,scam,medium
26.167939,91.708181,assault,low
26.164968,91.705109,harassment,medium
26.168697,91.70505,theft,medium
26.165709,91.705315,lost_person,medium
26.172822,91.706725,accident,critical
26.165417,91.708307,accident,medium
26.168963,91.704692,lost_person,medium
26.165661,91.701776,harassment,medium
26.162639,91.708572,scam,medium
26.167644,91.706574,lost_person,low
26.166515,91.706663,theft,medium
26.162981,91.704671,harassment,low
26.165914,91.705367,harassment,low
26.168124,91.703167,lost_person,low
26.166256,91.706727,lost_person,low
26.167793,91.704569,assault,medium
26.165752,91.706357,harassment,critical
26.167371,91.708535,assault,medium
26.167438,91.707681,scam,high
26.169073,91.705921,lost_person,medium
26.16684,91.7073,harassment,low
26.166476,91.709142,accident,low
26.164942,91.70603,harassment,low
26.165773,91.707363,harassment,low
26.166399,91.703994,assault,medium
26.16388,91.70268,lost_person,high
26.16665,91.709483,accident,high
26.16141,91.704387,accident,high
26.165642,91.712907,scam,high
26.168346,91.703821,assault,medium
26.166922,91.703584,accident,medium
26.168043,91.708174,scam,high
26.166332,91.70526,theft,high
26.16893,91.705821,accident,medium
26.167776,91.706007,lost_person,medium
26.167047,91.705199,assault,low
26.166123,91.706284,assault,medium
26.167231,91.705432,harassment,low
26.163168,91.708549,lost_person,high
26.173417,91.705274,accident,medium
26.167898,91.699233,assault,low
26.16706,91.71048,lost_person,low
26.16617,91.704419,theft,medium
26.166741,91.704637,assault,low
26.16633,91.706157,lost_person,medium
26.170484,91.708173,lost_person,low
26.170218,91.708575,assault,high
26.167262,91.708807,accident,medium
26.162619,91.70578,assault,medium
26.16642,91.704647,harassment,medium
26.168307,91.706858,theft,low
26.167571,91.706838,assault,medium
26.166487,91.707259,scam,medium
26.16528,91.709724,harassment,high
26.165184,91.706951,harassment,medium
26.168232,91.707328,theft,medium
26.162815,91.702794,accident,medium
26.167406,91.703709,accident,low
26.165104,91.70535,scam,medium
26.166039,91.707004,harassment,medium
26.167486,91.700729,lost_person,medium
26.165059,91.705479,scam,medium
26.168652,91.704345,lost_person,medium
26.170515,91.706357,scam,critical
26.165342,91.705834,harassment,high
26.165227,91.70371,accident,medium
26.165987,91.706514,theft,medium
26.166005,91.702888,assault,medium
26.168085,91.706205,harassment,high
26.163461,91.706069,scam,low
26.164447,91.707168,harassment,high
26.165889,91.707475,theft,high
26.166994,91.70581,assault,medium
26.164653,91.706946,scam,low
26.165159,91.707238,accident,high
26.167585,91.704849,theft,high
26.168322,91.704583,harassment,low
26.166644,91.707037,theft,high
26.164973,91.704196,assault,critical
26.168687,91.706602,scam,low
26.165494,91.706885,accident,medium
26.164854,91.706072,theft,low
26.166219,91.704535,scam,low
26.169144,91.702813,scam,medium
26.163399,91.703069,harassment,medium
26.167173,91.706945,lost_person,low
26.166961,91.705858,lost_person,medium
26.168999,91.704287,lost_person,medium
26.168752,91.704379,scam,medium
26.165136,91.704839,scam,low
26.166506,91.707359,harassment,low
26.166019,91.705693,accident,critical
26.16522,91.706224,scam,critical
26.169813,91.70588,scam,high
26.162559,91.70965,assault,medium
26.165319,91.707847,assault,low
26.160979,91.701066,scam,medium
26.169348,91.706984,theft,high
26.167727,91.707431,theft,medium
26.165722,91.70556,harassment,medium
26.1673,91.704326,theft,high
26.165573,91.704768,theft,high
26.166644,91.704268,harassment,medium
26.164294,91.703303,theft,critical
26.164759,91.70445,theft,medium
26.168863,91.701826,lost_person,medium
26.166353,91.707313,lost_person,low
26.170225,91.708099,lost_person,medium
26.159037,91.706114,theft,medium
26.166951,91.703971,theft,medium
26.166358,91.706705,scam,medium
26.163504,91.706319,lost_person,low
26.168366,91.709406,harassment,medium
26.164891,91.707114,assault,medium
26.164024,91.705229,scam,critical
26.162557,91.705705,assault,critical
26.163705,91.705318,assault,medium
26.163006,91.707858,accident,medium
26.168395,91.70946,harassment,high
26.164335,91.705538,theft,low
26.16701,91.701318,lost_person,medium
26.165674,91.706903,assault,medium
26.169769,91.708005,assault,medium
26.169647,91.704095,harassment,medium
26.165945,91.703417,theft,critical
26.162437,91.711052,accident,high
26.167299,91.704754,theft,medium
26.168022,91.70514,accident,medium
26.166108,91.704346,lost_person,high
26.169173,91.70437,theft,high
26.167591,91.705125,lost_person,high
26.166743,91.70534,lost_person,low
26.165963,91.705992,scam,low
26.166727,91.709633,scam,low
26.167948,91.707624,lost_person,high
26.168651,91.703882,theft,medium
26.167446,91.702812,theft,medium
26.16851,91.7036,theft,high
26.164706,91.702383,assault,medium
26.166346,91.705902,scam,medium
26.165374,91.701695,scam,low
26.166808,91.702725,theft,medium
26.163438,91.707784,harassment,medium
26.162946,91.707286,scam,low
26.165566,91.705452,assault,low
26.169378,91.706929,assault,medium
26.16282,91.70376,theft,medium
26.1659,91.707666,assault,medium
26.16546,91.705018,lost_person,medium
26.164711,91.703786,accident,low
26.168327,91.707587,harassment,low
26.16574,91.707214,lost_person,medium
26.166844,91.708776,lost_person,low
26.16731,91.706742,lost_person,critical
26.16208,91.70481,lost_person,high
26.163126,91.706302,scam,medium
26.167092,91.705692,theft,high
26.164393,91.704455,scam,low
26.167099,91.708358,assault,low
26.165087,91.701994,assault,low
26.170659,91.704439,lost_person,medium
26.163251,91.70251,assault,low
26.166384,91.704782,theft,medium
26.165464,91.705371,scam,medium
26.167023,91.704191,theft,low
26.164772,91.704312,scam,medium
26.167783,91.708441,harassment,medium
26.166939,91.704695,lost_person,high
26.165531,91.703234,lost_person,low
26.165873,91.702234,scam,low
26.164298,91.701784,harassment,medium
26.168914,91.703949,scam,medium
26.166587,91.705277,scam,low
26.165225,91.70333,accident,low
26.163727,91.708263,lost_person,high
26.16537,91.706839,assault,high
26.166796,91.704717,scam,medium
26.170224,91.711113,assault,medium
26.166544,91.706819,harassment,medium
26.165664,91.70007,scam,medium
26.167711,91.707249,accident,critical
26.164006,91.70388,accident,low
26.16577,91.703707,assault,high
26.163704,91.704477,harassment,high
26.162557,91.705007,accident,low
26.16221,91.707457,theft,high
26.163724,91.708247,scam,low
26.161212,91.706394,assault,medium
26.16195,91.705251,assault,medium
26.169712,91.70245,assault,low
26.167994,91.709097,scam,medium
26.166497,91.705565,harassment,medium
26.170831,91.704568,theft,low
26.168301,91.706371,lost_person,low
26.16694,91.706282,lost_person,high
26.164243,91.703704,harassment,medium
26.169577,91.702651,assault,low
26.173432,91.702677,harassment,medium
26.16693,91.708657,harassment,high
26.164672,91.70344,assault,medium
26.16704,91.703784,scam,low
26.163721,91.706209,assault,medium
26.162973,91.705843,assault,critical
26.167281,91.703116,lost_person,high
26.165734,91.702796,lost_person,high
26.168982,91.706243,lost_person,medium
26.163326,91.705571,harassment,medium
26.167528,91.706123,accident,high
26.165925,91.706093,accident,high
26.165406,91.702751,scam,medium
26.165578,91.705734,theft,medium
26.165309,91.704448,lost_person,high
26.168249,91.703832,assault,high
26.162258,91.708745,theft,medium
26.159335,91.705562,assault,low
26.169964,91.704846,accident,high
26.167892,91.710475,accident,medium
26.166655,91.703313,assault,medium
26.167288,91.70702,assault,high
26.164698,91.703101,assault,medium
26.164467,91.706199,lost_person,high
26.164337,91.706209,theft,high
26.167563,91.706943,harassment,high
26.163862,91.706041,theft,low
26.167901,91.706709,scam,low
26.169117,91.706834,lost_person,low
26.166985,91.705566,lost_person,low
26.164801,91.704904,lost_person,high
26.167491,91.702934,accident,medium
26.166633,91.706686,harassment,high
26.162424,91.702629,assault,medium
26.165021,91.708611,scam,high
26.168951,91.706429,assault,high
26.168564,91.70497,lost_person,medium
26.163643,91.703612,scam,low
26.16578,91.70225,assault,low
26.164294,91.706984,scam,high
26.170696,91.704838,assault,medium
26.161625,91.706538,scam,high
26.162686,91.702609,theft,high
26.168005,91.703452,assault,low
26.167695,91.703405,accident,medium
26.169713,91.704781,scam,medium
26.166381,91.703788,accident,low
26.167724,91.708059,lost_person,medium
26.165763,91.709157,theft,medium
26.16512,91.704484,theft,high
26.168792,91.702797,assault,low
26.166086,91.70621,lost_person,critical
26.165032,91.702655,accident,low
26.166302,91.704566,harassment,high
26.166798,91.707505,lost_person,critical
26.163148,91.705704,harassment,high
26.16681,91.707422,assault,medium
26.166619,91.705611,harassment,medium
26.169044,91.705141,harassment,medium
26.16388,91.709166,lost_person,high
26.163034,91.705634,harassment,low
26.168137,91.705898,harassment,low
26.166443,91.703343,scam,critical
26.16794,91.700999,lost_person,low
26.170295,91.706482,accident,medium
26.164952,91.703106,harassment,high
26.165015,91.705897,lost_person,medium
26.167024,91.706911,accident,high
26.167862,91.702769,lost_person,high
26.165156,91.70561,lost_person,low
26.162523,91.705702,theft,low
26.170909,91.705957,scam,low
26.167115,91.703123,scam,low
26.164656,91.705689,theft,low
26.170295,91.704624,assault,medium
26.16466,91.706607,lost_person,low
26.163397,91.705963,lost_person,high
26.164463,91.706233,scam,low
26.168487,91.703351,accident,high
26.168939,91.706678,harassment,medium
26.165711,91.701378,assault,high
26.166272,91.702189,lost_person,critical
26.166347,91.707813,scam,medium
26.168104,91.707786,scam,low
26.167586,91.703012,assault,medium
26.162119,91.711051,accident,low
26.170895,91.705688,assault,medium
26.162897,91.708776,lost_person,medium
26.164762,91.706751,theft,low
26.163143,91.708025,accident,medium
26.167409,91.703975,theft,medium
26.16591,91.702754,accident,medium
26.169625,91.707373,accident,high
26.163807,91.706804,assault,medium
26.163905,91.707756,lost_person,medium
26.16298,91.709953,theft,medium
26.165978,91.706911,accident,medium
26.166961,91.70804,scam,high
26.168813,91.703912,lost_person,high
26.166568,91.705055,theft,medium
26.166508,91.704127,theft,medium
26.164898,91.704368,lost_person,medium
26.167937,91.706854,accident,low
26.166411,91.704253,lost_person,medium
26.168698,91.707501,scam,low
26.164667,91.706155,theft,high
26.166752,91.706839,lost_person,medium
26.165539,91.708804,lost_person,low
26.163584,91.712644,theft,low
26.165001,91.70501,theft,critical
26.165292,91.704697,harassment,medium
26.169491,91.69999,accident,critical
26.1644,91.706718,theft,medium
26.163575,91.70434,harassment,low
26.162747,91.706276,lost_person,high
26.164218,91.705356,harassment,critical
26.166793,91.707527,assault,medium
26.168143,91.703179,lost_person,high
26.164813,91.706362,harassment,low
26.164661,91.70251,scam,medium
26.165455,91.704671,accident,medium
26.169928,91.70391,scam,medium
26.164521,91.705391,scam,medium
26.16576,91.70531,harassment,high
26.169461,91.703721,assault,medium
26.162382,91.703956,harassment,low
26.163019,91.70592,harassment,high
26.168448,91.703245,lost_person,medium
26.169217,91.707196,theft,high
26.168516,91.705494,accident,high
26.169464,91.704734,lost_person,low
26.167888,91.704328,theft,low
26.16927,91.702679,scam,low
26.167043,91.704009,assault,medium
26.165697,91.702229,lost_person,low
26.164566,91.703136,accident,medium
26.167692,91.704264,lost_person,medium
26.170558,91.705829,theft,medium
26.170044,91.705057,theft,critical
26.165189,91.706448,lost_person,medium
26.166931,91.704824,harassment,low
26.166487,91.706997,harassment,medium
26.166016,91.703648,harassment,medium
26.163742,91.70289,assault,high
26.167951,91.705527,accident,low
26.165004,91.704811,harassment,low
26.166863,91.70531,harassment,high
26.170732,91.705352,accident,low
26.165589,91.703451,scam,medium
26.166298,91.706512,harassment,high
26.167064,91.705465,harassment,low
26.167214,91.707329,assault,medium
26.166558,91.706314,theft,high
26.166341,91.705286,lost_person,medium
26.16996,91.709869,scam,low
26.169365,91.704866,scam,high
26.163158,91.702959,lost_person,medium
26.166655,91.709003,scam,low
26.16817,91.702587,harassment,medium
26.161643,91.705034,accident,high
26.16519,91.708645,accident,low
26.167207,91.705252,lost_person,medium
26.166398,91.702131,theft,high
26.167752,91.703706,assault,low
26.166404,91.706708,assault,medium
26.169023,91.704515,harassment,high
26.163947,91.707773,harassment,medium
26.163058,91.706144,theft,medium
26.165891,91.70656,scam,medium
26.164757,91.704368,scam,medium
26.163911,91.704984,lost_person,medium
26.167922,91.700876,accident,medium
26.168782,91.702663,accident,medium
26.167702,91.707193,theft,low
26.168136,91.703628,lost_person,low
26.163783,91.707859,scam,high
26.165279,91.709429,theft,medium
26.163301,91.703572,accident,critical
26.163004,91.705385,accident,high
26.167609,91.706487,lost_person,high
26.16536,91.705281,scam,medium
26.163744,91.70242,lost_person,critical
26.164104,91.704203,lost_person,high
26.167729,91.705845,scam,critical
26.171676,91.70598,harassment,medium
26.166581,91.702037,theft,medium
26.164525,91.705204,assault,low
26.164316,91.703441,accident,high
26.166807,91.703647,scam,high
26.165421,91.702398,scam,low
26.162363,91.70518,theft,low
26.16539,91.704118,accident,medium
26.168388,91.706718,lost_person,medium
26.16503,91.705379,lost_person,low
26.163175,91.704336,scam,critical
26.166081,91.704071,assault,medium
26.164599,91.705876,accident,high
26.162816,91.702901,scam,low
26.165019,91.704254,theft,medium
26.165784,91.706465,theft,medium
26.16577,91.707413,lost_person,high
26.165273,91.705854,assault,high
26.163249,91.700389,assault,critical
26.169203,91.702544,theft,low
26.166225,91.708457,lost_person,high
26.168496,91.707946,harassment,medium
26.166788,91.702619,accident,high
26.166352,91.705002,assault,low
26.16437,91.703465,accident,critical
26.169978,91.710426,harassment,medium
26.168517,91.705255,accident,high
26.165531,91.708814,accident,critical
26.164791,91.705797,harassment,low
26.166355,91.70455,lost_person,high
26.169267,91.705357,theft,critical
26.163526,91.703594,assault,low
26.167179,91.706954,theft,low
26.166004,91.707691,accident,high
26.163412,91.705493,harassment,critical
26.167529,91.70587,harassment,medium
26.167008,91.710616,assault,high
26.164512,91.704917,scam,medium
26.165432,91.705148,accident,high
26.167973,91.704079,assault,low
26.17221,91.705896,theft,critical
26.167337,91.706081,lost_person,medium
26.166975,91.705593,assault,high
26.169356,91.706824,scam,high
26.163187,91.705922,scam,medium
26.168231,91.706562,scam,high
26.16575,91.709027,lost_person,medium
26.163019,91.708883,scam,medium
26.165982,91.706349,harassment,high
26.166998,91.706208,harassment,low
26.166277,91.708398,lost_person,medium
26.165038,91.702138,scam,medium
26.165961,91.704881,scam,critical
26.169504,91.703637,lost_person,high
26.16175,91.70599,scam,high
26.164211,91.703737,theft,low
26.165462,91.703274,harassment,medium
26.163837,91.705204,lost_person,low
26.168573,91.702375,theft,medium
26.166122,91.703664,harassment,medium
26.161868,91.703506,lost_person,medium
26.167502,91.699922,assault,high
26.166338,91.706128,theft,low
26.16582,91.706318,harassment,medium
26.164644,91.704246,harassment,medium
26.167727,91.707122,scam,medium
26.16661,91.706333,scam,critical
26.171444,91.705464,assault,low
26.163787,91.704878,lost_person,low
26.164228,91.703098,scam,critical
26.166287,91.705689,harassment,medium
26.166673,91.703291,theft,medium
26.168084,91.702419,theft,low
26.167186,91.706698,assault,medium
26.165653,91.705227,harassment,medium
26.168845,91.703595,theft,medium
26.161722,91.704946,assault,medium
26.168703,91.704971,harassment,low
26.16667,91.706879,accident,medium
26.163983,91.701018,scam,low
26.168678,91.706906,harassment,high
26.165568,91.701737,harassment,medium
26.163263,91.702305,scam,low
26.166706,91.703817,harassment,low
26.165774,91.70453,harassment,medium
26.164783,91.700706,harassment,low
26.169736,91.706259,theft,low
26.166153,91.704192,accident,low
26.165125,91.705351,lost_person,medium
26.168111,91.704098,harassment,low
26.164772,91.701776,harassment,low
26.171839,91.703941,harassment,medium
26.164803,91.707904,theft,medium
26.164473,91.703223,harassment,high
26.165074,91.707136,harassment,low
26.164613,91.70396,scam,high
26.16623,91.706864,theft,critical
26.166107,91.706072,accident,medium
26.169366,91.706591,assault,medium
26.166687,91.703736,lost_person,medium
26.169448,91.706532,accident,critical
26.16681,91.700092,lost_person,medium
26.167159,91.703315,theft,low
26.163511,91.704608,accident,high
26.165437,91.70111,theft,low
26.167993,91.706632,accident,high
26.167332,91.705468,accident,low
26.165962,91.702718,theft,critical
26.165311,91.703627,accident,high
26.165423,91.711147,accident,critical
26.167919,91.707822,lost_person,medium
26.163734,91.704917,scam,high
26.170134,91.708282,accident,high
26.167852,91.704562,harassment,medium
26.165371,91.705434,lost_person,medium
26.166734,91.706022,lost_person,medium
26.166525,91.702492,accident,medium
26.167171,91.704719,scam,medium
26.164648,91.702827,harassment,medium
26.165245,91.704673,harassment,medium
26.166898,91.704967,harassment,medium
26.170283,91.706832,scam,medium
26.165986,91.704871,scam,high
26.167004,91.705479,scam,high
26.167067,91.704583,harassment,high
26.16585,91.707517,accident,high
26.165132,91.705991,accident,medium
26.162356,91.707145,assault,low
26.167917,91.705803,lost_person,critical
26.16742,91.708056,assault,low
26.164624,91.703671,theft,critical
26.165242,91.707957,harassment,low
26.168946,91.704076,accident,medium
26.164332,91.706719,theft,low
26.167343,91.704996,lost_person,medium
26.166462,91.703445,harassment,low
26.16873,91.706459,lost_person,high
26.166034,91.708256,accident,medium
26.166564,91.702071,accident,medium
26.164872,91.702599,scam,low
26.162265,91.706963,theft,high
26.168438,91.710033,accident,low
26.16533,91.70525,theft,low
26.167225,91.705291,theft,high
26.165405,91.704486,lost_person,high
26.165313,91.705268,lost_person,low
26.165572,91.708174,lost_person,high
26.16783,91.70447,assault,high
26.166293,91.708605,lost_person,low
26.16538,91.707543,theft,medium
26.164265,91.704522,theft,medium
26.16527,91.702366,scam,medium
26.16783,91.708654,accident,critical
26.168483,91.704718,theft,medium
26.162294,91.702521,theft,high
26.166266,91.704563,assault,high
