id,tourist_id,type,severity,status,description,lat,lng,assigned_unit_id,detected_at,acknowledged_at,dispatched_at,resolved_at
597,174,anomaly,high,resolved,AI anomaly: prolonged inactivity 65 min,25.577251,91.894288,5,2026-08-05 08:00:59,2026-08-05 08:03:21,2026-08-05 08:03:39,2026-08-05 08:09:42
598,174,anomaly,high,resolved,AI anomaly: prolonged inactivity 373 min,25.289495,91.6821,2,2026-08-06 13:10:47,2026-08-06 13:12:30,2026-08-06 13:15:01,2026-08-06 13:28:59
599,174,geofence,critical,acknowledged,Restricted-zone entry: Cherrapunji Cliff Edge,25.276051,91.684666,,2026-08-06 13:56:44,2026-08-06 13:59:00,,
600,174,anomaly,high,resolved,AI anomaly: prolonged inactivity 68 min,25.280982,91.685732,19,2026-08-08 07:41:06,2026-08-08 07:43:04,2026-08-08 07:48:26,2026-08-08 08:17:58
601,174,anomaly,high,resolved,AI anomaly: prolonged inactivity 288 min,25.190916,92.021036,13,2026-08-09 11:22:10,2026-08-09 11:27:11,2026-08-09 11:29:32,2026-08-09 11:39:01
602,174,geofence,critical,resolved,Restricted-zone entry: Dawki Border Belt,25.189043,92.020559,5,2026-08-09 11:27:27,2026-08-09 11:31:23,2026-08-09 11:33:39,2026-08-09 13:26:47
603,174,anomaly,high,acknowledged,AI anomaly: prolonged inactivity 52 min,25.192087,92.021193,,2026-08-10 07:36:36,2026-08-10 07:37:38,,
604,175,anomaly,high,resolved,AI anomaly: abnormal speed 214 km/h (possible vehicle abduction),26.224887,91.714391,3,2026-08-22 07:54:45,2026-08-22 07:55:04,2026-08-22 07:56:59,2026-08-22 08:18:17
605,175,anomaly,high,dispatched,AI anomaly: prolonged inactivity 471 min,26.63527,92.799496,7,2026-08-23 14:34:21,2026-08-23 14:36:45,2026-08-23 14:37:17,
606,175,anomaly,high,resolved,AI anomaly: prolonged inactivity 263 min,27.585532,91.857822,11,2026-08-25 11:29:07,2026-08-25 11:30:37,2026-08-25 11:33:02,2026-08-25 11:38:38
607,175,anomaly,high,resolved,AI anomaly: prolonged inactivity 171 min,27.545026,93.830243,18,2026-08-27 09:35:27,2026-08-27 09:35:53,2026-08-27 09:41:15,2026-08-27 09:45:48
608,178,fall_detected,critical,resolved,Possible fall detected by Arjun Gogoi's band,26.165105,91.768055,8,2026-08-14 07:13:26,2026-08-14 07:16:33,2026-08-14 07:17:52,2026-08-14 07:30:12
609,180,anomaly,high,resolved,AI anomaly: prolonged inactivity 284 min,26.366561,91.6326,11,2026-08-17 11:44:02,2026-08-17 11:44:51,2026-08-17 11:45:00,2026-08-17 12:43:10
610,180,anomaly,high,resolved,AI anomaly: prolonged inactivity 294 min,26.248945,91.515449,1,2026-08-18 11:48:28,2026-08-18 11:49:11,2026-08-18 11:51:19,2026-08-18 12:19:59
611,182,geofence,critical,dispatched,Restricted-zone entry: Kaziranga Core Zone,26.576466,93.171243,15,2026-09-03 08:05:08,2026-09-03 08:05:50,2026-09-03 08:07:15,
612,182,anomaly,high,dispatched,AI anomaly: prolonged inactivity 440 min,26.106836,91.587073,19,2026-09-04 14:05:40,2026-09-04 14:06:21,2026-09-04 14:07:39,
613,182,anomaly,high,resolved,AI anomaly: prolonged inactivity 171 min,23.726967,92.717086,1,2026-09-05 09:36:43,2026-09-05 09:38:13,2026-09-05 09:50:29,2026-09-05 11:03:46
614,183,anomaly,high,resolved,AI anomaly: prolonged inactivity 82 min,26.366234,91.633157,15,2026-08-29 07:55:38,2026-08-29 07:58:11,2026-08-29 07:58:38,2026-08-29 08:20:02
615,183,anomaly,high,resolved,AI anomaly: prolonged inactivity 327 min,26.250291,91.5155,1,2026-08-30 12:02:32,2026-08-30 12:05:31,2026-08-30 12:15:21,2026-08-30 12:56:39
616,183,anomaly,high,resolved,AI anomaly: prolonged inactivity 296 min,26.19504,91.745555,7,2026-08-31 11:35:53,2026-08-31 11:36:28,2026-08-31 11:37:50,2026-08-31 11:53:20
617,184,anomaly,high,dispatched,AI anomaly: prolonged inactivity 418 min,26.097655,91.605934,4,2026-08-16 13:37:03,2026-08-16 13:40:55,2026-08-16 13:41:32,
618,184,anomaly,high,resolved,AI anomaly: prolonged inactivity 146 min,26.176037,91.78454,15,2026-08-17 09:22:52,2026-08-17 09:23:22,2026-08-17 09:29:30,2026-08-17 09:33:24
619,185,anomaly,high,dispatched,AI anomaly: prolonged inactivity 354 min,26.156293,91.795595,11,2026-08-17 12:27:49,2026-08-17 12:29:12,2026-08-17 12:34:08,
620,187,anomaly,high,dispatched,AI anomaly: prolonged inactivity 67 min,26.749033,94.203839,8,2026-07-31 07:42:48,2026-07-31 07:48:08,2026-07-31 07:51:47,
621,187,anomaly,high,resolved,AI anomaly: prolonged inactivity 130 min,26.950702,94.169418,21,2026-08-01 09:07:49,2026-08-01 09:08:39,2026-08-01 09:09:55,2026-08-01 11:14:15
622,187,anomaly,high,detected,AI anomaly: prolonged inactivity 212 min,26.98072,94.640392,,2026-08-03 10:34:31,,,
623,187,anomaly,high,resolved,AI anomaly: prolonged inactivity 70 min,26.981873,94.641225,6,2026-08-04 07:49:50,2026-08-04 07:50:30,2026-08-04 08:02:15,2026-08-04 08:42:12
624,187,anomaly,high,resolved,AI anomaly: prolonged inactivity 55 min,26.982256,94.641141,19,2026-08-05 07:52:19,2026-08-05 07:53:59,2026-08-05 07:57:41,2026-08-05 08:05:54
625,187,anomaly,high,dispatched,AI anomaly: prolonged inactivity 351 min,26.577866,93.173908,10,2026-08-06 12:24:29,2026-08-06 12:26:08,2026-08-06 12:27:46,
626,187,geofence,critical,resolved,Restricted-zone entry: Kaziranga Core Zone,26.577866,93.173908,5,2026-08-06 12:24:29,2026-08-06 12:29:02,2026-08-06 12:33:22,2026-08-06 13:46:53
627,187,anomaly,high,resolved,AI anomaly: prolonged inactivity 189 min,26.632631,92.800686,15,2026-08-08 09:50:13,2026-08-08 09:51:04,2026-08-08 09:55:29,2026-08-08 10:20:40
628,187,anomaly,high,resolved,AI anomaly: prolonged inactivity 64 min,26.631935,92.799972,20,2026-08-09 07:59:03,2026-08-09 08:04:53,2026-08-09 08:06:03,2026-08-09 08:14:02
629,188,anomaly,high,dispatched,AI anomaly: prolonged inactivity 53 min,27.331579,88.612745,4,2026-08-18 07:23:35,2026-08-18 07:30:17,2026-08-18 07:31:33,
630,188,anomaly,high,resolved,AI anomaly: prolonged inactivity 66 min,26.186028,91.740774,21,2026-08-19 07:37:45,2026-08-19 07:39:19,2026-08-19 07:45:50,2026-08-19 08:00:00
631,188,anomaly,high,acknowledged,AI anomaly: prolonged inactivity 462 min,26.105927,91.586883,,2026-08-21 14:17:05,2026-08-21 14:17:46,,
632,188,anomaly,high,resolved,AI anomaly: prolonged inactivity 60 min,26.107063,91.587182,6,2026-08-22 07:39:06,2026-08-22 07:40:22,2026-08-22 07:42:54,2026-08-22 08:14:26
633,188,anomaly,high,resolved,AI anomaly: prolonged inactivity 71 min,26.107202,91.586773,12,2026-08-23 07:54:53,2026-08-23 07:56:33,2026-08-23 07:57:45,2026-08-23 08:05:58
634,188,anomaly,high,resolved,AI anomaly: prolonged inactivity 282 min,25.578877,91.893934,2,2026-08-24 11:37:49,2026-08-24 11:39:11,2026-08-24 11:39:25,2026-08-24 11:50:44
635,188,anomaly,high,resolved,AI anomaly: prolonged inactivity 48 min,25.578916,91.895114,14,2026-08-26 07:22:47,2026-08-26 07:23:11,2026-08-26 07:25:33,2026-08-26 08:13:03
636,188,anomaly,high,dispatched,AI anomaly: prolonged inactivity 55 min,25.579062,91.894273,20,2026-08-27 07:29:53,2026-08-27 07:30:12,2026-08-27 07:30:33,
637,188,anomaly,high,resolved,AI anomaly: prolonged inactivity 336 min,23.727871,92.716692,9,2026-08-28 12:13:17,2026-08-28 12:14:51,2026-08-28 12:16:11,2026-08-28 12:25:45
638,188,anomaly,high,dispatched,AI anomaly: prolonged inactivity 51 min,23.727343,92.717319,2,2026-08-29 07:34:18,2026-08-29 07:40:19,2026-08-29 07:42:18,
639,188,anomaly,high,resolved,AI anomaly: prolonged inactivity 79 min,23.727778,92.717138,6,2026-08-30 08:01:58,2026-08-30 08:02:45,2026-08-30 08:12:38,2026-08-30 08:35:14
640,188,anomaly,high,resolved,AI anomaly: prolonged inactivity 480 min,24.817939,93.93576,12,2026-08-31 14:46:41,2026-08-31 14:48:16,2026-08-31 14:48:45,2026-08-31 14:56:17
641,188,anomaly,high,resolved,AI anomaly: prolonged inactivity 65 min,24.817333,93.934674,7,2026-09-02 07:52:05,2026-09-02 08:03:15,2026-09-02 08:07:37,2026-09-02 08:41:33
642,189,anomaly,high,resolved,AI anomaly: prolonged inactivity 56 min,26.365423,91.631743,7,2026-09-03 07:44:37,2026-09-03 07:49:06,2026-09-03 07:49:24,2026-09-03 08:07:15
643,189,anomaly,high,detected,AI anomaly: prolonged inactivity 278 min,26.248343,91.518603,,2026-09-04 11:22:39,,,
644,189,anomaly,high,resolved,AI anomaly: prolonged inactivity 347 min,26.169141,91.769692,5,2026-09-05 12:35:41,2026-09-05 12:35:55,2026-09-05 12:36:43,2026-09-05 13:24:28
645,190,anomaly,high,resolved,AI anomaly: prolonged inactivity 257 min,26.097725,91.603529,8,2026-08-20 11:20:25,2026-08-20 11:22:35,2026-08-20 11:27:18,2026-08-20 11:35:17
646,190,geofence,critical,resolved,Restricted-zone entry: Deepor Beel Wetland Edge,26.120701,91.649301,6,2026-08-20 12:02:47,2026-08-20 12:04:10,2026-08-20 12:04:57,2026-08-20 12:08:35
647,190,anomaly,high,resolved,AI anomaly: prolonged inactivity 383 min,26.234923,92.085026,11,2026-08-21 13:18:34,2026-08-21 13:21:19,2026-08-21 13:22:46,2026-08-21 13:40:06
648,191,anomaly,high,resolved,AI anomaly: prolonged inactivity 284 min,26.211375,91.75102,20,2026-08-29 11:23:00,2026-08-29 11:26:21,2026-08-29 11:27:10,2026-08-29 11:34:33
649,191,anomaly,high,dispatched,AI anomaly: prolonged inactivity 460 min,26.233614,92.081898,5,2026-08-30 14:38:22,2026-08-30 14:42:32,2026-08-30 14:42:40,
650,192,anomaly,high,resolved,AI anomaly: prolonged inactivity 74 min,25.578336,91.894825,15,2026-08-01 07:49:45,2026-08-01 07:50:25,2026-08-01 07:55:56,2026-08-01 08:04:59
651,192,anomaly,high,resolved,AI anomaly: prolonged inactivity 69 min,25.578647,91.895181,10,2026-08-02 08:00:01,2026-08-02 08:01:24,2026-08-02 08:09:24,2026-08-02 08:38:00
652,192,anomaly,high,resolved,AI anomaly: prolonged inactivity 79 min,25.578431,91.895553,4,2026-08-03 07:56:18,2026-08-03 07:59:08,2026-08-03 08:01:50,2026-08-03 08:26:37
653,192,anomaly,high,dispatched,AI anomaly: prolonged inactivity 73 min,25.578032,91.895032,6,2026-08-04 07:47:54,2026-08-04 07:49:16,2026-08-04 07:55:44,
654,192,anomaly,high,acknowledged,AI anomaly: prolonged inactivity 445 min,26.575913,93.170421,,2026-08-05 14:08:01,2026-08-05 14:14:34,,
655,192,geofence,critical,dispatched,Restricted-zone entry: Kaziranga Core Zone,26.575913,93.170421,16,2026-08-05 14:08:01,2026-08-05 14:10:21,2026-08-05 14:11:49,
656,192,anomaly,high,resolved,AI anomaly: prolonged inactivity 53 min,26.576417,93.171237,6,2026-08-07 07:42:57,2026-08-07 07:43:25,2026-08-07 07:47:26,2026-08-07 08:50:42
657,192,anomaly,high,resolved,AI anomaly: prolonged inactivity 59 min,26.575975,93.170523,10,2026-08-08 07:50:27,2026-08-08 07:52:11,2026-08-08 07:53:57,2026-08-08 08:13:10
658,192,anomaly,high,resolved,AI anomaly: prolonged inactivity 61 min,26.57575,93.170371,9,2026-08-10 07:42:13,2026-08-10 07:42:27,2026-08-10 07:44:08,2026-08-10 07:58:01
659,192,anomaly,high,resolved,AI anomaly: prolonged inactivity 288 min,23.832867,91.28614,13,2026-08-11 11:24:24,2026-08-11 11:24:33,2026-08-11 11:30:10,2026-08-11 11:37:28
660,192,anomaly,high,resolved,AI anomaly: prolonged inactivity 50 min,23.832971,91.286419,5,2026-08-13 07:20:45,2026-08-13 07:23:19,2026-08-13 07:24:30,2026-08-13 07:47:40
661,192,anomaly,high,resolved,AI anomaly: prolonged inactivity 63 min,23.83294,91.286257,17,2026-08-14 07:50:14,2026-08-14 07:50:40,2026-08-14 07:54:55,2026-08-14 08:38:46
662,193,anomaly,high,resolved,AI anomaly: prolonged inactivity 895 min,26.233037,92.08531,1,2026-08-01 21:26:35,2026-08-01 21:27:45,2026-08-01 21:30:48,2026-08-01 21:39:57
663,193,anomaly,high,resolved,AI anomaly: prolonged inactivity 1134 min,26.176755,91.784827,17,2026-08-03 01:30:33,2026-08-03 01:33:26,2026-08-03 01:40:14,2026-08-03 01:49:18
664,193,geofence,critical,resolved,Restricted-zone entry: Deepor Beel Wetland Edge,26.121466,91.650477,18,2026-08-04 03:15:12,2026-08-04 03:15:46,2026-08-04 03:18:44,2026-08-04 03:30:14
665,195,sos,critical,resolved,"SOS triggered by Rohan Phukan: Lost in the forest trail, no landmarks visible, running out of water.",26.144459,91.791767,4,2026-08-01 22:11:40,2026-08-01 22:14:27,2026-08-01 22:16:48,2026-08-01 22:40:56
666,196,anomaly,high,resolved,AI anomaly: prolonged inactivity 77 min,26.18747,91.748887,9,2026-07-30 08:01:48,2026-07-30 08:05:26,2026-07-30 08:06:19,2026-07-30 08:08:30
667,196,geofence,critical,resolved,Restricted-zone entry: Riverside Restricted Area,26.185262,91.763538,8,2026-07-30 08:49:43,2026-07-30 08:52:44,2026-07-30 08:53:16,2026-07-30 09:39:32
668,196,anomaly,high,resolved,AI anomaly: prolonged inactivity 86 min,26.192819,91.749028,2,2026-07-31 07:58:15,2026-07-31 07:59:11,2026-07-31 08:04:49,2026-07-31 08:13:02
669,197,anomaly,high,resolved,AI anomaly: prolonged inactivity 69 min,26.161194,91.727469,16,2026-08-30 07:55:33,2026-08-30 07:57:55,2026-08-30 08:00:39,2026-08-30 08:04:27
670,197,anomaly,high,detected,AI anomaly: prolonged inactivity 248 min,26.250234,91.516602,,2026-09-01 10:49:14,,,
671,197,anomaly,high,acknowledged,AI anomaly: prolonged inactivity 83 min,26.250602,91.517084,,2026-09-02 08:03:43,2026-09-02 08:04:54,,
672,198,anomaly,high,resolved,AI anomaly: prolonged inactivity 66 min,25.199894,91.914819,5,2026-08-26 07:57:45,2026-08-26 07:58:54,2026-08-26 08:01:17,2026-08-26 10:22:20
673,198,anomaly,high,dispatched,AI anomaly: prolonged inactivity 458 min,25.291212,91.677439,12,2026-08-27 14:28:52,2026-08-27 14:30:13,2026-08-27 14:35:24,
674,198,anomaly,high,dispatched,AI anomaly: prolonged inactivity 58 min,25.291401,91.678417,12,2026-08-28 07:56:42,2026-08-28 07:57:27,2026-08-28 08:00:28,
675,198,anomaly,high,resolved,AI anomaly: prolonged inactivity 389 min,25.637965,91.890562,9,2026-08-29 13:03:22,2026-08-29 13:06:05,2026-08-29 13:07:55,2026-08-29 13:49:44
676,198,anomaly,high,resolved,AI anomaly: prolonged inactivity 76 min,25.599839,91.892951,5,2026-08-30 08:03:34,2026-08-30 08:05:24,2026-08-30 08:06:58,2026-08-30 08:09:16
677,198,anomaly,high,dispatched,AI anomaly: prolonged inactivity 239 min,26.181577,91.752666,22,2026-08-31 10:48:22,2026-08-31 10:49:25,2026-08-31 11:02:49,
678,199,anomaly,high,dispatched,AI anomaly: prolonged inactivity 46 min,26.178788,91.753959,10,2026-08-23 07:29:05,2026-08-23 07:30:54,2026-08-23 08:03:59,
679,199,anomaly,high,detected,AI anomaly: prolonged inactivity 254 min,26.165518,91.568323,,2026-08-24 11:09:07,,,
680,199,anomaly,high,resolved,AI anomaly: prolonged inactivity 75 min,26.165092,91.568586,19,2026-08-25 07:54:09,2026-08-25 07:54:54,2026-08-25 07:56:15,2026-08-25 08:37:11
681,200,anomaly,high,resolved,AI anomaly: prolonged inactivity 61 min,26.150331,91.785849,8,2026-08-27 07:45:35,2026-08-27 07:45:53,2026-08-27 07:46:47,2026-08-27 08:37:36
682,201,anomaly,high,resolved,AI anomaly: prolonged inactivity 347 min,26.178549,91.787836,15,2026-07-31 12:50:29,2026-07-31 12:54:02,2026-07-31 12:55:20,2026-07-31 13:03:51
683,201,anomaly,high,resolved,AI anomaly: prolonged inactivity 384 min,26.119603,91.648295,1,2026-08-01 13:05:14,2026-08-01 13:06:19,2026-08-01 13:11:09,2026-08-01 13:56:09
684,201,geofence,critical,dispatched,Restricted-zone entry: Deepor Beel Wetland Edge,26.120348,91.64984,12,2026-08-01 13:22:35,2026-08-01 13:24:55,2026-08-01 13:26:03,
685,202,anomaly,high,dispatched,AI anomaly: prolonged inactivity 339 min,26.248668,91.515801,1,2026-07-28 12:15:36,2026-07-28 12:17:55,2026-07-28 12:19:10,
686,202,anomaly,high,detected,AI anomaly: prolonged inactivity 129 min,26.366467,91.631679,,2026-07-29 09:16:27,,,
687,204,anomaly,high,dispatched,AI anomaly: prolonged inactivity 77 min,26.182626,91.753335,2,2026-09-03 08:01:36,2026-09-03 08:03:06,2026-09-03 08:04:19,
688,204,anomaly,high,dispatched,AI anomaly: prolonged inactivity 360 min,25.580577,91.89422,1,2026-09-04 13:01:28,2026-09-04 13:02:13,2026-09-04 13:06:20,
689,204,anomaly,high,resolved,AI anomaly: prolonged inactivity 184 min,25.276795,91.68766,10,2026-09-05 09:59:18,2026-09-05 09:59:58,2026-09-05 10:07:07,2026-09-05 10:48:23
690,204,geofence,critical,resolved,Restricted-zone entry: Cherrapunji Cliff Edge,25.274982,91.686574,2,2026-09-05 10:16:53,2026-09-05 10:19:01,2026-09-05 10:21:16,2026-09-05 10:48:14
691,204,missing_person,critical,resolved,Ethan Jones has not reported a location for over 6 hours,25.279014,91.68961,16,2026-09-05 18:09:13,2026-09-05 18:13:13,2026-09-05 18:15:22,2026-09-05 18:24:54
692,207,anomaly,high,resolved,AI anomaly: prolonged inactivity 413 min,26.106554,91.584533,7,2026-09-01 13:34:36,2026-09-01 13:35:47,2026-09-01 13:44:26,2026-09-01 13:51:03
693,208,anomaly,high,dispatched,AI anomaly: prolonged inactivity 407 min,26.112728,91.634578,22,2026-08-15 13:46:24,2026-08-15 13:46:47,2026-08-15 13:53:21,
694,208,geofence,critical,resolved,Restricted-zone entry: Deepor Beel Wetland Edge,26.119838,91.64874,5,2026-08-15 13:52:37,2026-08-15 13:54:00,2026-08-15 13:56:15,2026-08-15 14:58:13
695,208,anomaly,high,detected,AI anomaly: prolonged inactivity 460 min,26.179066,91.788326,,2026-08-16 14:23:43,,,
696,209,anomaly,high,resolved,AI anomaly: prolonged inactivity 58 min,25.65624,91.890725,5,2026-08-20 07:30:35,2026-08-20 07:31:22,2026-08-20 07:33:05,2026-08-20 07:37:30
697,209,anomaly,high,resolved,AI anomaly: prolonged inactivity 68 min,25.657245,91.89133,2,2026-08-21 07:41:00,2026-08-21 07:45:48,2026-08-21 07:46:32,2026-08-21 07:54:25
698,209,anomaly,high,resolved,AI anomaly: prolonged inactivity 369 min,25.258719,91.707299,22,2026-08-22 13:06:12,2026-08-22 13:07:09,2026-08-22 13:08:53,2026-08-22 13:16:39
699,209,geofence,critical,resolved,Restricted-zone entry: Cherrapunji Cliff Edge,25.280173,91.686759,11,2026-08-22 14:07:31,2026-08-22 14:14:12,2026-08-22 14:17:00,2026-08-22 14:17:43
700,209,anomaly,high,dispatched,AI anomaly: prolonged inactivity 442 min,26.180814,91.752766,8,2026-08-24 14:21:25,2026-08-24 14:23:30,2026-08-24 14:25:19,
701,209,anomaly,high,resolved,AI anomaly: prolonged inactivity 80 min,26.18034,91.753048,16,2026-08-25 07:55:55,2026-08-25 07:58:08,2026-08-25 07:59:29,2026-08-25 08:07:45
702,210,anomaly,high,resolved,AI anomaly: prolonged inactivity 50 min,26.949558,94.169115,4,2026-08-05 07:25:12,2026-08-05 07:25:44,2026-08-05 07:26:56,2026-08-05 07:53:11
703,210,anomaly,high,resolved,AI anomaly: prolonged inactivity 55 min,26.948906,94.169155,10,2026-08-06 07:40:33,2026-08-06 07:45:04,2026-08-06 07:46:28,2026-08-06 08:05:11
704,210,anomaly,high,resolved,AI anomaly: prolonged inactivity 341 min,26.98138,94.642133,21,2026-08-07 12:23:52,2026-08-07 12:26:38,2026-08-07 12:30:32,2026-08-07 12:37:13
705,210,anomaly,high,dispatched,AI anomaly: prolonged inactivity 221 min,26.576743,93.17326,8,2026-08-09 10:18:57,2026-08-09 10:19:51,2026-08-09 10:24:19,
706,210,geofence,critical,resolved,Restricted-zone entry: Kaziranga Core Zone,26.576743,93.17326,3,2026-08-09 10:18:57,2026-08-09 10:20:20,2026-08-09 10:21:50,2026-08-09 10:31:40
707,210,anomaly,high,resolved,AI anomaly: prolonged inactivity 67 min,26.57674,93.172664,13,2026-08-11 07:51:42,2026-08-11 07:55:06,2026-08-11 08:01:07,2026-08-11 09:54:58
708,210,anomaly,high,resolved,AI anomaly: prolonged inactivity 422 min,26.1075,91.586096,19,2026-08-12 13:38:03,2026-08-12 13:44:51,2026-08-12 13:47:27,2026-08-12 14:02:10
709,211,anomaly,high,resolved,AI anomaly: prolonged inactivity 48 min,26.180439,91.744535,17,2026-08-06 07:51:11,2026-08-06 07:52:26,2026-08-06 07:54:36,2026-08-06 08:00:25
710,211,anomaly,high,resolved,AI anomaly: prolonged inactivity 56 min,26.180316,91.746129,15,2026-08-07 07:46:48,2026-08-07 07:51:41,2026-08-07 07:53:13,2026-08-07 08:29:15
711,212,geofence,critical,resolved,Restricted-zone entry: Riverside Restricted Area,26.175753,91.777735,3,2026-08-13 08:45:43,2026-08-13 08:47:03,2026-08-13 08:48:49,2026-08-13 09:00:32
712,212,anomaly,high,dispatched,AI anomaly: prolonged inactivity 52 min,26.17911,91.751914,20,2026-08-14 07:41:44,2026-08-14 07:44:26,2026-08-14 07:45:26,
713,212,anomaly,high,resolved,AI anomaly: prolonged inactivity 476 min,26.368729,91.632177,11,2026-08-15 14:40:55,2026-08-15 14:47:24,2026-08-15 14:48:56,2026-08-15 16:12:27
714,213,anomaly,high,resolved,AI anomaly: prolonged inactivity 872 min,25.635968,91.889248,20,2026-07-28 21:10:56,2026-07-28 21:12:11,2026-07-28 21:12:35,2026-07-28 21:26:32
715,213,anomaly,high,resolved,AI anomaly: prolonged inactivity 877 min,25.597205,91.891549,20,2026-07-29 21:22:30,2026-07-29 21:23:45,2026-07-29 21:24:31,2026-07-29 21:34:25
716,213,anomaly,high,resolved,AI anomaly: prolonged inactivity 1193 min,25.246378,91.714134,13,2026-07-31 02:43:49,2026-07-31 02:50:49,2026-07-31 02:53:48,2026-07-31 03:07:35
717,215,anomaly,high,dispatched,AI anomaly: unusual movement pattern,26.177481,91.799508,9,2026-08-02 07:06:45,2026-08-02 07:11:38,2026-08-02 07:16:27,
718,215,anomaly,high,detected,AI anomaly: prolonged inactivity 287 min,26.104564,91.584742,,2026-08-03 11:25:33,,,
719,216,anomaly,high,resolved,AI anomaly: prolonged inactivity 473 min,26.179834,91.786764,18,2026-08-11 14:25:51,2026-08-11 14:28:39,2026-08-11 14:47:33,2026-08-11 15:05:41
720,217,geofence,critical,resolved,Restricted-zone entry: Deepor Beel Wetland Edge,26.121313,91.649014,14,2026-08-22 08:01:50,2026-08-22 08:05:38,2026-08-22 08:08:00,2026-08-22 08:43:08
721,217,anomaly,high,resolved,AI anomaly: prolonged inactivity 269 min,26.177545,91.787048,2,2026-08-23 11:27:46,2026-08-23 11:31:03,2026-08-23 11:34:13,2026-08-23 11:42:59
722,218,anomaly,high,resolved,AI anomaly: prolonged inactivity 315 min,26.176139,91.760447,2,2026-09-05 11:53:24,2026-09-05 11:55:37,2026-09-05 11:58:14,2026-09-05 12:18:48
723,219,anomaly,high,resolved,AI anomaly: prolonged inactivity 54 min,25.580172,91.893645,20,2026-07-26 07:49:15,2026-07-26 07:50:00,2026-07-26 07:51:56,2026-07-26 08:05:06
724,219,anomaly,high,acknowledged,AI anomaly: prolonged inactivity 270 min,25.289075,91.680201,,2026-07-27 11:20:37,2026-07-27 11:24:08,,
725,219,geofence,critical,resolved,Restricted-zone entry: Cherrapunji Cliff Edge,25.283207,91.682126,19,2026-07-27 11:42:15,2026-07-27 11:44:19,2026-07-27 11:45:17,2026-07-27 11:54:46
726,219,anomaly,high,resolved,AI anomaly: prolonged inactivity 406 min,25.191905,91.98489,3,2026-07-29 13:19:19,2026-07-29 13:22:25,2026-07-29 13:24:29,2026-07-29 13:30:50
727,219,geofence,critical,resolved,Restricted-zone entry: Dawki Border Belt,25.191027,92.020238,13,2026-07-29 13:30:44,2026-07-29 13:35:02,2026-07-29 13:39:37,2026-07-29 15:03:51
728,219,fall_detected,critical,resolved,Possible fall detected by Simanta Mishra's band,25.579687,91.893063,9,2026-07-25 07:48:03,2026-07-25 07:57:41,2026-07-25 07:59:03,2026-07-25 08:55:02
729,220,anomaly,high,resolved,AI anomaly: prolonged inactivity 349 min,26.185859,91.748247,2,2026-07-29 12:25:38,2026-07-29 12:26:35,2026-07-29 12:33:17,2026-07-29 12:41:55
730,221,anomaly,high,resolved,AI anomaly: prolonged inactivity 56 min,25.636573,91.891241,18,2026-08-22 07:40:54,2026-08-22 07:42:19,2026-08-22 07:44:18,2026-08-22 08:05:48
731,221,anomaly,high,resolved,AI anomaly: prolonged inactivity 73 min,25.597634,91.893547,13,2026-08-23 07:56:45,2026-08-23 07:57:20,2026-08-23 08:04:57,2026-08-23 08:21:51
732,221,anomaly,high,resolved,AI anomaly: prolonged inactivity 485 min,25.246477,91.71538,1,2026-08-24 14:51:21,2026-08-24 14:54:18,2026-08-24 15:03:25,2026-08-24 15:10:40
733,221,anomaly,high,resolved,AI anomaly: prolonged inactivity 196 min,25.191753,92.021764,3,2026-08-26 10:02:08,2026-08-26 10:04:17,2026-08-26 10:07:15,2026-08-26 10:25:24
734,221,geofence,critical,resolved,Restricted-zone entry: Dawki Border Belt,25.191753,92.021764,21,2026-08-26 10:02:08,2026-08-26 10:05:49,2026-08-26 10:10:35,2026-08-26 10:24:49
735,221,anomaly,high,resolved,AI anomaly: prolonged inactivity 54 min,25.191501,92.021092,5,2026-08-27 07:48:30,2026-08-27 07:50:43,2026-08-27 07:53:19,2026-08-27 08:22:23
736,221,anomaly,high,dispatched,AI anomaly: prolonged inactivity 64 min,25.191405,92.021075,8,2026-08-28 07:40:13,2026-08-28 07:41:30,2026-08-28 07:42:45,
737,221,anomaly,high,dispatched,AI anomaly: prolonged inactivity 296 min,26.183665,91.749884,6,2026-08-29 11:48:50,2026-08-29 11:51:25,2026-08-29 11:59:23,
738,221,anomaly,high,resolved,AI anomaly: prolonged inactivity 49 min,26.183649,91.749907,17,2026-08-30 07:19:45,2026-08-30 07:23:00,2026-08-30 07:26:40,2026-08-30 07:35:35
739,222,anomaly,high,dispatched,AI anomaly: prolonged inactivity 54 min,26.170736,91.772608,19,2026-08-10 07:44:57,2026-08-10 07:46:27,2026-08-10 07:49:05,
740,222,anomaly,high,resolved,AI anomaly: prolonged inactivity 407 min,26.166816,91.567248,10,2026-08-11 13:17:33,2026-08-11 13:18:54,2026-08-11 13:23:21,2026-08-11 13:40:50
741,223,anomaly,high,resolved,AI anomaly: prolonged inactivity 407 min,26.113245,91.63526,4,2026-08-06 13:17:17,2026-08-06 13:18:02,2026-08-06 13:20:30,2026-08-06 13:24:01
742,223,geofence,critical,resolved,Restricted-zone entry: Deepor Beel Wetland Edge,26.119335,91.649496,11,2026-08-06 13:20:20,2026-08-06 13:33:53,2026-08-06 13:35:32,2026-08-06 14:47:25
743,223,anomaly,high,acknowledged,AI anomaly: prolonged inactivity 374 min,25.935784,91.432619,,2026-08-07 13:12:29,2026-08-07 13:13:37,,
