id,incident_id,status,note,timestamp
1412,394,detected,AI anomaly: prolonged inactivity 66 min,2026-08-15 07:51:30
1413,394,acknowledged,Acknowledged by control room,2026-08-15 07:57:30
1414,395,detected,AI anomaly: prolonged inactivity 426 min,2026-08-16 13:52:42
1415,395,acknowledged,Acknowledged by control room,2026-08-16 13:54:49
1416,395,dispatched,Auto-dispatched to Unit Echo-1 (Gorchuk Police Station),2026-08-16 13:56:46
1417,396,detected,AI anomaly: prolonged inactivity 500 min,2026-08-18 15:04:48
1418,396,acknowledged,Acknowledged by control room,2026-08-18 15:05:22
1419,396,dispatched,Auto-dispatched to Unit Charlie-3 (Noonmati Police Station),2026-08-18 15:07:18
1420,397,detected,AI anomaly: prolonged inactivity 62 min,2026-08-19 07:52:43
1421,397,acknowledged,Acknowledged by control room,2026-08-19 07:53:34
1422,397,dispatched,Auto-dispatched to Unit Foxtrot-2 (Bhangagarh Police Station),2026-08-19 07:54:12
1423,397,resolved,Handed over to the tourist's emergency contact,2026-08-19 08:00:40
1424,398,detected,AI anomaly: prolonged inactivity 263 min,2026-08-20 11:13:28
1425,398,acknowledged,Acknowledged by control room,2026-08-20 11:14:09
1426,399,detected,AI anomaly: prolonged inactivity 354 min,2026-08-23 12:43:52
1427,399,acknowledged,Acknowledged by control room,2026-08-23 12:56:47
1428,399,dispatched,Auto-dispatched to Unit Alpha-1 (Dispur Police Station),2026-08-23 12:58:39
1429,399,resolved,Medical assistance provided on site,2026-08-23 13:03:39
1430,400,detected,AI anomaly: prolonged inactivity 66 min,2026-08-16 07:50:56
1431,400,acknowledged,Acknowledged by control room,2026-08-16 07:53:09
1432,400,dispatched,Auto-dispatched to Unit Bravo-3 (Latasil Police Station),2026-08-16 07:56:02
1433,400,resolved,Tourist located and confirmed safe,2026-08-16 08:23:16
1434,401,detected,AI anomaly: prolonged inactivity 461 min,2026-08-18 14:25:40
1435,402,detected,AI anomaly: prolonged inactivity 316 min,2026-08-21 12:00:19
1436,402,acknowledged,Acknowledged by control room,2026-08-21 12:02:01
1437,403,detected,AI anomaly: prolonged inactivity 45 min,2026-08-22 07:17:34
1438,403,acknowledged,Acknowledged by control room,2026-08-22 07:20:08
1439,403,dispatched,Auto-dispatched to Unit Bravo-3 (Latasil Police Station),2026-08-22 07:28:39
1440,403,resolved,Medical assistance provided on site,2026-08-22 07:49:04
1441,404,detected,AI anomaly: prolonged inactivity 220 min,2026-08-24 10:36:46
1442,405,detected,SOS triggered by Ishita Gogoi: Help! I am being followed by two men on a motorcycle.,2026-08-23 15:07:50
1443,405,acknowledged,Acknowledged by control room,2026-08-23 15:08:35
1444,405,dispatched,Auto-dispatched to Unit Bravo-3 (Latasil Police Station),2026-08-23 15:09:26
1445,405,resolved,Tourist located and confirmed safe,2026-08-23 15:19:28
1446,406,detected,AI anomaly: prolonged inactivity 293 min,2026-09-05 11:36:26
1447,406,acknowledged,Acknowledged by control room,2026-09-05 11:38:27
1448,406,dispatched,Auto-dispatched to Unit Alpha-2 (Basistha Police Station),2026-09-05 11:43:42
1449,406,resolved,Medical assistance provided on site,2026-09-05 11:47:08
1450,407,detected,AI anomaly: prolonged inactivity 63 min,2026-08-07 07:42:10
1451,407,acknowledged,Acknowledged by control room,2026-08-07 07:47:03
1452,407,dispatched,Auto-dispatched to Unit Bravo-3 (Latasil Police Station),2026-08-07 07:47:46
1453,407,resolved,Medical assistance provided on site,2026-08-07 07:59:47
1454,408,detected,AI anomaly: prolonged inactivity 447 min,2026-08-08 14:18:03
1455,408,acknowledged,Acknowledged by control room,2026-08-08 14:18:51
1456,408,dispatched,Auto-dispatched to Unit Foxtrot-2 (Bhangagarh Police Station),2026-08-08 14:19:40
1457,408,resolved,False positive - tourist confirmed movement by phone,2026-08-08 14:46:52
1458,409,detected,AI anomaly: prolonged inactivity 391 min,2026-08-09 13:01:44
1459,409,acknowledged,Acknowledged by control room,2026-08-09 13:03:40
1460,409,dispatched,Auto-dispatched to Unit Charlie-1 (Chandmari Police Station),2026-08-09 13:04:49
1461,409,resolved,"Escorted out of restricted area, advisory issued",2026-08-09 13:24:55
1462,410,detected,AI anomaly: prolonged inactivity 390 min,2026-08-10 13:22:49
1463,410,acknowledged,Acknowledged by control room,2026-08-10 13:23:24
1464,410,dispatched,Auto-dispatched to Unit Delta-2 (Fatasil Ambari Police Station),2026-08-10 13:27:19
1465,410,resolved,Medical assistance provided on site,2026-08-10 14:13:35
1466,411,detected,AI anomaly: prolonged inactivity 77 min,2026-08-30 08:03:17
1467,411,acknowledged,Acknowledged by control room,2026-08-30 08:03:39
1468,411,dispatched,Auto-dispatched to Unit Echo-1 (Gorchuk Police Station),2026-08-30 08:06:17
1469,411,resolved,Medical assistance provided on site,2026-08-30 08:35:05
1470,412,detected,AI anomaly: prolonged inactivity 326 min,2026-09-01 12:20:49
1471,412,acknowledged,Acknowledged by control room,2026-09-01 12:27:19
1472,412,dispatched,Auto-dispatched to Unit Foxtrot-3 (Satgaon Police Station),2026-09-01 12:30:06
1473,412,resolved,"Escorted out of restricted area, advisory issued",2026-09-01 13:29:01
1474,413,detected,AI anomaly: prolonged inactivity 53 min,2026-09-03 07:30:31
1475,413,acknowledged,Acknowledged by control room,2026-09-03 07:33:08
1476,414,detected,AI anomaly: prolonged inactivity 396 min,2026-08-28 13:13:47
1477,414,acknowledged,Acknowledged by control room,2026-08-28 13:15:07
1478,414,dispatched,Auto-dispatched to Unit Alpha-2 (Basistha Police Station),2026-08-28 13:16:04
1479,414,resolved,False positive - tourist confirmed movement by phone,2026-08-28 13:29:47
1480,415,detected,Junmoni Kumar has not reported a location for over 6 hours,2026-08-29 06:30:58
1481,415,acknowledged,Acknowledged by control room,2026-08-29 06:32:04
1482,415,dispatched,Auto-dispatched to Unit Charlie-3 (Noonmati Police Station),2026-08-29 06:34:56
1483,415,resolved,"Recovered belongings, FIR registered at the local station",2026-08-29 06:53:16
1484,416,detected,AI anomaly: prolonged inactivity 57 min,2026-07-24 07:35:45
1485,416,acknowledged,Acknowledged by control room,2026-07-24 07:37:08
1486,416,dispatched,Auto-dispatched to Unit Alpha-2 (Basistha Police Station),2026-07-24 07:38:26
1487,416,resolved,Medical assistance provided on site,2026-07-24 07:45:16
1488,417,detected,AI anomaly: prolonged inactivity 345 min,2026-07-26 12:37:56
1489,417,acknowledged,Acknowledged by control room,2026-07-26 12:39:00
1490,417,dispatched,Auto-dispatched to Unit Bravo-2 (Paltan Bazar Police Station),2026-07-26 12:40:54
1491,417,resolved,"Escorted out of restricted area, advisory issued",2026-07-26 12:47:55
1492,418,detected,Restricted-zone entry: Cherrapunji Cliff Edge,2026-07-26 12:43:43
1493,418,acknowledged,Acknowledged by control room,2026-07-26 12:44:48
1494,418,dispatched,Auto-dispatched to Unit Bravo-3 (Latasil Police Station),2026-07-26 12:45:26
1495,418,resolved,"Escorted out of restricted area, advisory issued",2026-07-26 13:15:40
1496,419,detected,AI anomaly: prolonged inactivity 57 min,2026-07-28 08:02:17
1497,419,acknowledged,Acknowledged by control room,2026-07-28 08:02:59
1498,419,dispatched,Auto-dispatched to Unit Charlie-1 (Chandmari Police Station),2026-07-28 08:12:51
1499,420,detected,AI anomaly: prolonged inactivity 88 min,2026-08-11 07:58:59
1500,420,acknowledged,Acknowledged by control room,2026-08-11 08:00:06
1501,420,dispatched,Auto-dispatched to Unit Golf-2 (North Guwahati Police Station),2026-08-11 08:04:37
1502,420,resolved,False positive - tourist confirmed movement by phone,2026-08-11 08:24:49
1503,421,detected,AI anomaly: prolonged inactivity 879 min,2026-08-21 21:09:42
1504,421,acknowledged,Acknowledged by control room,2026-08-21 21:10:33
1505,421,dispatched,Auto-dispatched to Unit Foxtrot-3 (Satgaon Police Station),2026-08-21 21:18:16
1506,421,resolved,Medical assistance provided on site,2026-08-21 21:21:27
1507,422,detected,AI anomaly: prolonged inactivity 881 min,2026-08-22 21:30:51
1508,422,acknowledged,Acknowledged by control room,2026-08-22 21:31:06
1509,422,dispatched,Auto-dispatched to Unit Delta-1 (Bharalumukh Police Station),2026-08-22 21:32:25
1510,422,resolved,Medical assistance provided on site,2026-08-22 22:02:23
1511,423,detected,AI anomaly: prolonged inactivity 888 min,2026-08-23 21:40:16
1512,423,acknowledged,Acknowledged by control room,2026-08-23 21:41:25
1513,423,dispatched,Auto-dispatched to Unit Delta-3 (Jalukbari Police Station),2026-08-23 21:42:32
1514,423,resolved,"Recovered belongings, FIR registered at the local station",2026-08-23 22:03:40
1515,424,detected,AI anomaly: prolonged inactivity 886 min,2026-08-24 21:46:45
1516,424,acknowledged,Acknowledged by control room,2026-08-24 21:48:36
1517,424,dispatched,Auto-dispatched to Unit Foxtrot-3 (Satgaon Police Station),2026-08-24 21:50:52
1518,424,resolved,False positive - tourist confirmed movement by phone,2026-08-24 21:59:27
1519,425,detected,AI anomaly: prolonged inactivity 65 min,2026-08-28 08:00:58
1520,425,acknowledged,Acknowledged by control room,2026-08-28 08:02:23
1521,425,dispatched,"Auto-dispatched to Unit Hotel-1 (All Women Police Station, Panbazar)",2026-08-28 08:09:51
1522,425,resolved,"Escorted out of restricted area, advisory issued",2026-08-28 08:25:23
1523,426,detected,AI anomaly: prolonged inactivity 236 min,2026-08-29 10:37:25
1524,426,acknowledged,Acknowledged by control room,2026-08-29 10:38:26
1525,426,dispatched,Auto-dispatched to Unit Foxtrot-2 (Bhangagarh Police Station),2026-08-29 10:42:22
1526,426,resolved,Handed over to the tourist's emergency contact,2026-08-29 10:47:53
1527,427,detected,Restricted-zone entry: Riverside Restricted Area,2026-08-29 10:37:25
1528,427,acknowledged,Acknowledged by control room,2026-08-29 10:38:14
1529,427,dispatched,Auto-dispatched to Unit Bravo-2 (Paltan Bazar Police Station),2026-08-29 10:39:07
1530,427,resolved,False positive - tourist confirmed movement by phone,2026-08-29 10:44:02
1531,428,detected,AI anomaly: prolonged inactivity 74 min,2026-08-30 07:55:45
1532,428,acknowledged,Acknowledged by control room,2026-08-30 08:00:31
1533,428,dispatched,Auto-dispatched to Unit Echo-2 (Azara Police Station),2026-08-30 08:01:28
1534,428,resolved,"Recovered belongings, FIR registered at the local station",2026-08-30 09:22:51
1535,429,detected,Restricted-zone entry: Riverside Restricted Area,2026-08-26 07:54:18
1536,429,acknowledged,Acknowledged by control room,2026-08-26 07:56:53
1537,429,dispatched,Auto-dispatched to Unit Charlie-3 (Noonmati Police Station),2026-08-26 07:58:36
1538,429,resolved,Handed over to the tourist's emergency contact,2026-08-26 08:31:37
1539,430,detected,AI anomaly: prolonged inactivity 62 min,2026-08-27 07:44:33
1540,430,acknowledged,Acknowledged by control room,2026-08-27 07:45:43
1541,430,dispatched,Auto-dispatched to Unit Bravo-3 (Latasil Police Station),2026-08-27 07:47:35
1542,431,detected,AI anomaly: prolonged inactivity 53 min,2026-08-28 07:57:44
1543,431,acknowledged,Acknowledged by control room,2026-08-28 08:01:35
1544,431,dispatched,Auto-dispatched to Unit Delta-1 (Bharalumukh Police Station),2026-08-28 08:03:20
1545,431,resolved,"Recovered belongings, FIR registered at the local station",2026-08-28 08:26:12
1546,432,detected,AI anomaly: prolonged inactivity 76 min,2026-08-29 08:02:27
1547,432,acknowledged,Acknowledged by control room,2026-08-29 08:05:19
1548,432,dispatched,"Auto-dispatched to Unit Hotel-1 (All Women Police Station, Panbazar)",2026-08-29 08:06:01
1549,432,resolved,Tourist located and confirmed safe,2026-08-29 08:19:28
1550,433,detected,AI anomaly: prolonged inactivity 160 min,2026-08-04 09:32:12
1551,433,acknowledged,Acknowledged by control room,2026-08-04 09:32:47
1552,433,dispatched,Auto-dispatched to Unit Charlie-2 (Geetanagar Police Station),2026-08-04 09:34:21
1553,434,detected,Restricted-zone entry: Deepor Beel Wetland Edge,2026-08-09 07:16:37
1554,434,acknowledged,Acknowledged by control room,2026-08-09 07:18:48
1555,434,dispatched,Auto-dispatched to Unit Delta-2 (Fatasil Ambari Police Station),2026-08-09 07:20:06
1556,434,resolved,Handed over to the tourist's emergency contact,2026-08-09 07:27:00
1557,435,detected,AI anomaly: prolonged inactivity 312 min,2026-08-10 11:47:36
1558,435,acknowledged,Acknowledged by control room,2026-08-10 11:47:57
1559,435,dispatched,Auto-dispatched to Unit Hotel-2 (Khanapara Traffic Outpost),2026-08-10 11:52:55
1560,435,resolved,Tourist located and confirmed safe,2026-08-10 12:31:13
1561,436,detected,AI anomaly: prolonged inactivity 470 min,2026-08-11 14:30:01
1562,436,acknowledged,Acknowledged by control room,2026-08-11 14:32:34
1563,436,dispatched,Auto-dispatched to Unit Foxtrot-2 (Bhangagarh Police Station),2026-08-11 14:38:17
1564,436,resolved,False positive - tourist confirmed movement by phone,2026-08-11 15:58:27
1565,437,detected,Restricted-zone entry: Deepor Beel Wetland Edge,2026-08-24 08:54:01
1566,437,acknowledged,Acknowledged by control room,2026-08-24 08:59:08
1567,438,detected,AI anomaly: prolonged inactivity 218 min,2026-08-25 10:24:35
1568,438,acknowledged,Acknowledged by control room,2026-08-25 10:25:56
1569,438,dispatched,Auto-dispatched to Unit Delta-1 (Bharalumukh Police Station),2026-08-25 10:28:28
1570,438,resolved,Handed over to the tourist's emergency contact,2026-08-25 10:35:49
1571,439,detected,AI anomaly: prolonged inactivity 386 min,2026-08-26 13:30:44
1572,439,acknowledged,Acknowledged by control room,2026-08-26 13:31:37
1573,439,dispatched,Auto-dispatched to Unit Charlie-1 (Chandmari Police Station),2026-08-26 13:44:34
1574,440,detected,AI anomaly: unusual movement pattern,2026-08-25 07:50:35
1575,440,acknowledged,Acknowledged by control room,2026-08-25 07:53:48
1576,440,dispatched,"Auto-dispatched to Unit India-1 (Tourist Assistance Post, Kamakhya)",2026-08-25 07:56:03
1577,440,resolved,False positive - tourist confirmed movement by phone,2026-08-25 08:10:35
1578,441,detected,AI anomaly: prolonged inactivity 73 min,2026-08-26 07:58:42
1579,441,acknowledged,Acknowledged by control room,2026-08-26 08:00:19
1580,441,dispatched,Auto-dispatched to Unit Charlie-1 (Chandmari Police Station),2026-08-26 08:05:31
1581,441,resolved,Tourist located and confirmed safe,2026-08-26 08:10:23
1582,442,detected,AI anomaly: prolonged inactivity 356 min,2026-08-27 12:42:20
1583,442,acknowledged,Acknowledged by control room,2026-08-27 12:43:23
1584,442,dispatched,"Auto-dispatched to Unit Hotel-1 (All Women Police Station, Panbazar)",2026-08-27 12:44:10
1585,442,resolved,"Escorted out of restricted area, advisory issued",2026-08-27 12:55:38
1586,443,detected,Restricted-zone entry: Riverside Restricted Area,2026-08-27 13:33:54
1587,443,acknowledged,Acknowledged by control room,2026-08-27 13:36:02
1588,443,dispatched,"Auto-dispatched to Unit India-1 (Tourist Assistance Post, Kamakhya)",2026-08-27 13:37:02
1589,443,resolved,Medical assistance provided on site,2026-08-27 13:42:08
1590,444,detected,AI anomaly: prolonged inactivity 464 min,2026-09-02 14:25:06
1591,444,acknowledged,Acknowledged by control room,2026-09-02 14:25:55
1592,444,dispatched,Auto-dispatched to Unit Foxtrot-3 (Satgaon Police Station),2026-09-02 14:35:27
1593,444,resolved,"Escorted out of restricted area, advisory issued",2026-09-02 15:22:57
1594,445,detected,AI anomaly: prolonged inactivity 232 min,2026-09-03 10:27:03
1595,445,acknowledged,Acknowledged by control room,2026-09-03 10:28:28
1596,445,dispatched,Auto-dispatched to Unit Bravo-1 (Panbazar Police Station),2026-09-03 10:34:15
1597,445,resolved,Handed over to the tourist's emergency contact,2026-09-03 10:39:05
1598,446,detected,Restricted-zone entry: Kaziranga Core Zone,2026-09-03 10:27:03
1599,446,acknowledged,Acknowledged by control room,2026-09-03 10:30:22
1600,446,dispatched,Auto-dispatched to Unit Delta-1 (Bharalumukh Police Station),2026-09-03 10:34:32
1601,446,resolved,Handed over to the tourist's emergency contact,2026-09-03 10:48:53
1602,447,detected,AI anomaly: prolonged inactivity 466 min,2026-09-04 14:38:05
1603,447,acknowledged,Acknowledged by control room,2026-09-04 14:40:58
1604,447,dispatched,Auto-dispatched to Unit Echo-3 (Airport Police Outpost),2026-09-04 14:47:45
1605,447,resolved,False positive - tourist confirmed movement by phone,2026-09-04 14:56:20
1606,448,detected,AI anomaly: prolonged inactivity 322 min,2026-09-05 11:54:11
1607,448,acknowledged,Acknowledged by control room,2026-09-05 11:55:25
1608,448,dispatched,Auto-dispatched to Unit Bravo-3 (Latasil Police Station),2026-09-05 11:56:56
1609,448,resolved,False positive - tourist confirmed movement by phone,2026-09-05 12:12:24
1610,449,detected,Divya Reddy has not reported a location for over 6 hours,2026-09-05 18:29:50
1611,449,acknowledged,Acknowledged by control room,2026-09-05 18:30:03
1612,449,dispatched,Auto-dispatched to Unit Hotel-2 (Khanapara Traffic Outpost),2026-09-05 18:32:34
1613,450,detected,AI anomaly: prolonged inactivity 167 min,2026-08-24 09:18:19
1614,450,acknowledged,Acknowledged by control room,2026-08-24 09:21:21
1615,450,dispatched,Auto-dispatched to Unit Foxtrot-1 (Hatigaon Police Station),2026-08-24 09:27:23
1616,450,resolved,Handed over to the tourist's emergency contact,2026-08-24 09:43:21
1617,451,detected,AI anomaly: prolonged inactivity 892 min,2026-07-30 21:53:41
1618,451,acknowledged,Acknowledged by control room,2026-07-30 22:00:02
1619,451,dispatched,Auto-dispatched to Unit Delta-2 (Fatasil Ambari Police Station),2026-07-30 22:00:31
1620,452,detected,AI anomaly: prolonged inactivity 868 min,2026-07-31 21:34:19
1621,452,acknowledged,Acknowledged by control room,2026-07-31 21:35:30
1622,453,detected,AI anomaly: prolonged inactivity 1115 min,2026-08-02 01:10:22
1623,454,detected,AI anomaly: prolonged inactivity 920 min,2026-08-03 21:57:13
1624,454,acknowledged,Acknowledged by control room,2026-08-03 21:58:26
1625,454,dispatched,Auto-dispatched to Unit Echo-3 (Airport Police Outpost),2026-08-03 22:00:00
1626,454,resolved,"Escorted out of restricted area, advisory issued",2026-08-04 00:27:56
1627,455,detected,AI anomaly: prolonged inactivity 1335 min,2026-08-05 05:01:06
1628,455,acknowledged,Acknowledged by control room,2026-08-05 05:08:20
1629,455,dispatched,Auto-dispatched to Unit Golf-2 (North Guwahati Police Station),2026-08-05 05:16:49
1630,455,resolved,"Escorted out of restricted area, advisory issued",2026-08-05 05:23:33
1631,456,detected,Restricted-zone entry: Kaziranga Core Zone,2026-08-05 05:05:10
1632,456,acknowledged,Acknowledged by control room,2026-08-05 05:06:28
1633,456,dispatched,Auto-dispatched to Unit Charlie-3 (Noonmati Police Station),2026-08-05 05:06:52
1634,456,resolved,False positive - tourist confirmed movement by phone,2026-08-05 05:12:37
1635,457,detected,AI anomaly: prolonged inactivity 884 min,2026-08-06 21:21:33
1636,457,acknowledged,Acknowledged by control room,2026-08-06 21:24:48
1637,457,dispatched,Auto-dispatched to Unit Bravo-1 (Panbazar Police Station),2026-08-06 21:26:13
1638,457,resolved,Medical assistance provided on site,2026-08-06 21:53:36
1639,458,detected,AI anomaly: prolonged inactivity 1043 min,2026-08-08 00:13:39
1640,458,acknowledged,Acknowledged by control room,2026-08-08 00:15:44
1641,458,dispatched,Auto-dispatched to Unit Echo-1 (Gorchuk Police Station),2026-08-08 00:16:05
1642,459,detected,AI anomaly: prolonged inactivity 892 min,2026-08-09 21:40:42
1643,459,acknowledged,Acknowledged by control room,2026-08-09 21:43:21
1644,459,dispatched,Auto-dispatched to Unit Bravo-2 (Paltan Bazar Police Station),2026-08-09 21:45:55
1645,459,resolved,"Escorted out of restricted area, advisory issued",2026-08-09 22:33:22
1646,460,detected,AI anomaly: prolonged inactivity 437 min,2026-08-30 14:07:15
1647,460,acknowledged,Acknowledged by control room,2026-08-30 14:09:40
1648,460,dispatched,"Auto-dispatched to Unit Hotel-1 (All Women Police Station, Panbazar)",2026-08-30 14:12:03
1649,460,resolved,Handed over to the tourist's emergency contact,2026-08-30 14:51:13
1650,461,detected,AI anomaly: prolonged inactivity 204 min,2026-09-01 09:57:07
1651,461,acknowledged,Acknowledged by control room,2026-09-01 09:57:31
1652,461,dispatched,Auto-dispatched to Unit Echo-3 (Airport Police Outpost),2026-09-01 10:01:27
1653,462,detected,AI anomaly: prolonged inactivity 65 min,2026-09-02 07:57:06
1654,462,acknowledged,Acknowledged by control room,2026-09-02 07:57:18
1655,462,dispatched,Auto-dispatched to Unit Golf-2 (North Guwahati Police Station),2026-09-02 07:58:23
1656,462,resolved,Handed over to the tourist's emergency contact,2026-09-02 08:48:56
1657,463,detected,AI anomaly: prolonged inactivity 166 min,2026-09-03 09:18:42
1658,463,acknowledged,Acknowledged by control room,2026-09-03 09:22:31
1659,463,dispatched,Auto-dispatched to Unit Foxtrot-2 (Bhangagarh Police Station),2026-09-03 09:25:40
1660,463,resolved,Handed over to the tourist's emergency contact,2026-09-03 10:06:33
1661,464,detected,AI anomaly: prolonged inactivity 59 min,2026-09-04 07:48:52
1662,464,acknowledged,Acknowledged by control room,2026-09-04 07:50:06
1663,464,dispatched,Auto-dispatched to Unit Delta-1 (Bharalumukh Police Station),2026-09-04 07:53:19
1664,464,resolved,"Recovered belongings, FIR registered at the local station",2026-09-04 07:57:34
1665,465,detected,SOS triggered by Jayanta Patel: Boat is taking on water in the middle of the river.,2026-09-02 11:27:41
1666,465,acknowledged,Acknowledged by control room,2026-09-02 11:28:24
1667,465,dispatched,Auto-dispatched to Unit Foxtrot-2 (Bhangagarh Police Station),2026-09-02 11:32:13
1668,465,resolved,Tourist located and confirmed safe,2026-09-02 12:11:55
1669,466,detected,AI anomaly: prolonged inactivity 926 min,2026-07-27 21:57:38
1670,466,acknowledged,Acknowledged by control room,2026-07-27 21:59:48
1671,466,dispatched,Auto-dispatched to Unit Golf-2 (North Guwahati Police Station),2026-07-27 22:02:09
1672,466,resolved,"Recovered belongings, FIR registered at the local station",2026-07-27 22:04:29
1673,467,detected,AI anomaly: prolonged inactivity 912 min,2026-07-28 21:48:07
1674,467,acknowledged,Acknowledged by control room,2026-07-28 21:51:47
1675,467,dispatched,"Auto-dispatched to Unit India-1 (Tourist Assistance Post, Kamakhya)",2026-07-28 21:53:12
1676,467,resolved,Handed over to the tourist's emergency contact,2026-07-28 22:16:54
1677,468,detected,AI anomaly: prolonged inactivity 917 min,2026-07-29 21:47:45
1678,468,acknowledged,Acknowledged by control room,2026-07-29 21:53:25
1679,468,dispatched,Auto-dispatched to Unit Bravo-1 (Panbazar Police Station),2026-07-29 22:00:19
1680,469,detected,AI anomaly: prolonged inactivity 878 min,2026-07-30 21:21:34
1681,469,acknowledged,Acknowledged by control room,2026-07-30 21:22:26
1682,469,dispatched,"Auto-dispatched to Unit India-1 (Tourist Assistance Post, Kamakhya)",2026-07-30 21:23:40
1683,469,resolved,"Recovered belongings, FIR registered at the local station",2026-07-30 21:33:21
1684,470,detected,AI anomaly: prolonged inactivity 1147 min,2026-08-01 01:38:51
1685,470,acknowledged,Acknowledged by control room,2026-08-01 01:39:45
1686,471,detected,Restricted-zone entry: Cherrapunji Cliff Edge,2026-08-01 02:21:37
1687,471,acknowledged,Acknowledged by control room,2026-08-01 02:23:32
1688,471,dispatched,Auto-dispatched to Unit Echo-3 (Airport Police Outpost),2026-08-01 02:27:20
1689,471,resolved,"Escorted out of restricted area, advisory issued",2026-08-01 02:49:18
1690,472,detected,AI anomaly: prolonged inactivity 891 min,2026-08-02 21:28:49
1691,472,acknowledged,Acknowledged by control room,2026-08-02 21:30:30
1692,472,dispatched,Auto-dispatched to Unit Alpha-1 (Dispur Police Station),2026-08-02 21:34:33
1693,472,resolved,Medical assistance provided on site,2026-08-02 21:46:05
1694,473,detected,AI anomaly: prolonged inactivity 859 min,2026-08-03 21:22:34
1695,473,acknowledged,Acknowledged by control room,2026-08-03 21:23:19
1696,473,dispatched,"Auto-dispatched to Unit India-1 (Tourist Assistance Post, Kamakhya)",2026-08-03 21:25:00
1697,473,resolved,Medical assistance provided on site,2026-08-03 21:32:54
1698,474,detected,AI anomaly: prolonged inactivity 888 min,2026-08-04 21:22:01
1699,474,acknowledged,Acknowledged by control room,2026-08-04 21:24:08
1700,474,dispatched,Auto-dispatched to Unit Golf-2 (North Guwahati Police Station),2026-08-04 21:29:20
1701,474,resolved,Medical assistance provided on site,2026-08-04 21:59:47
1702,475,detected,AI anomaly: prolonged inactivity 45 min,2026-08-27 07:35:33
1703,475,acknowledged,Acknowledged by control room,2026-08-27 07:39:12
1704,475,dispatched,Auto-dispatched to Unit Charlie-1 (Chandmari Police Station),2026-08-27 07:40:20
1705,475,resolved,Medical assistance provided on site,2026-08-27 07:56:20
1706,476,detected,AI anomaly: prolonged inactivity 402 min,2026-08-28 13:17:27
1707,476,acknowledged,Acknowledged by control room,2026-08-28 13:18:00
1708,476,dispatched,Auto-dispatched to Unit Bravo-3 (Latasil Police Station),2026-08-28 13:18:39
1709,476,resolved,Tourist located and confirmed safe,2026-08-28 14:28:29
1710,477,detected,AI anomaly: prolonged inactivity 83 min,2026-08-29 08:02:39
1711,477,acknowledged,Acknowledged by control room,2026-08-29 08:04:29
1712,478,detected,AI anomaly: prolonged inactivity 358 min,2026-08-30 12:55:48
1713,478,acknowledged,Acknowledged by control room,2026-08-30 13:03:31
1714,478,dispatched,Auto-dispatched to Unit Bravo-2 (Paltan Bazar Police Station),2026-08-30 13:06:43
1715,478,resolved,False positive - tourist confirmed movement by phone,2026-08-30 13:41:05
1716,479,detected,AI anomaly: prolonged inactivity 65 min,2026-08-31 07:44:40
1717,479,acknowledged,Acknowledged by control room,2026-08-31 07:46:33
1718,479,dispatched,Auto-dispatched to Unit Delta-1 (Bharalumukh Police Station),2026-08-31 07:51:20
1719,479,resolved,Medical assistance provided on site,2026-08-31 08:08:43
1720,480,detected,AI anomaly: prolonged inactivity 450 min,2026-09-01 14:21:09
1721,480,acknowledged,Acknowledged by control room,2026-09-01 14:23:58
1722,480,dispatched,Auto-dispatched to Unit Charlie-3 (Noonmati Police Station),2026-09-01 14:24:55
1723,480,resolved,False positive - tourist confirmed movement by phone,2026-09-01 15:12:29
1724,481,detected,AI anomaly: prolonged inactivity 55 min,2026-09-02 07:50:14
1725,481,acknowledged,Acknowledged by control room,2026-09-02 07:51:37
1726,481,dispatched,Auto-dispatched to Unit Alpha-1 (Dispur Police Station),2026-09-02 07:52:39
1727,481,resolved,Tourist located and confirmed safe,2026-09-02 08:00:59
1728,482,detected,AI anomaly: prolonged inactivity 137 min,2026-09-03 09:17:29
1729,482,acknowledged,Acknowledged by control room,2026-09-03 09:20:12
1730,482,dispatched,Auto-dispatched to Unit Bravo-2 (Paltan Bazar Police Station),2026-09-03 09:21:36
1731,482,resolved,Medical assistance provided on site,2026-09-03 10:26:25
1732,483,detected,AI anomaly: prolonged inactivity 80 min,2026-09-04 07:57:50
1733,483,acknowledged,Acknowledged by control room,2026-09-04 07:58:34
1734,483,dispatched,Auto-dispatched to Unit Alpha-2 (Basistha Police Station),2026-09-04 08:01:13
1735,483,resolved,"Escorted out of restricted area, advisory issued",2026-09-04 08:08:38
1736,484,detected,AI anomaly: prolonged inactivity 384 min,2026-09-05 13:04:39
1737,485,detected,Restricted-zone entry: Riverside Restricted Area,2026-08-24 08:47:51
1738,485,acknowledged,Acknowledged by control room,2026-08-24 08:51:19
1739,485,dispatched,Auto-dispatched to Unit Alpha-2 (Basistha Police Station),2026-08-24 08:53:16
1740,485,resolved,Medical assistance provided on site,2026-08-24 08:58:15
1741,486,detected,AI anomaly: prolonged inactivity 68 min,2026-08-26 08:01:00
1742,486,acknowledged,Acknowledged by control room,2026-08-26 08:01:35
1743,486,dispatched,Auto-dispatched to Unit Alpha-2 (Basistha Police Station),2026-08-26 08:02:49
1744,486,resolved,Tourist located and confirmed safe,2026-08-26 08:07:10
1745,487,detected,AI anomaly: prolonged inactivity 53 min,2026-08-27 07:41:56
1746,487,acknowledged,Acknowledged by control room,2026-08-27 07:45:18
