id,date,location,lat,lng,condition,owm_condition_id,temp_c,wind_speed_ms,humidity_pct,rainfall_mm,weather_risk
582,2026-07-29,Pobitora Wildlife Sanctuary,26.2333,92.0833,fog,741,33.5,4.3,47,75.3,45.0
583,2026-07-29,Shillong,25.5788,91.8933,moderate rain,501,23.8,7.7,71,21.0,30.0
584,2026-07-29,Umiam Lake,25.657,91.889,fog,741,24.0,5.7,81,60.3,45.0
585,2026-07-29,Cherrapunji (Sohra),25.2912,91.6783,light rain,500,27.9,3.0,56,23.0,30.0
586,2026-07-29,Nohkalikai Falls,25.276,91.6857,few clouds,801,19.7,7.1,63,47.8,10.0
587,2026-07-29,"Living Root Bridge, Nongriat",25.247,91.715,thunderstorm,200,30.0,3.0,74,34.7,80.0
588,2026-07-29,Mawlynnong Village,25.2,91.9167,heavy rain,502,25.7,3.6,74,50.9,60.0
589,2026-07-29,Dawki / Umngot River,25.19,92.02,light rain,500,24.9,13.8,94,36.1,40.0
590,2026-07-29,Kaziranga National Park,26.5775,93.1711,thunderstorm,200,28.0,9.6,71,20.8,80.0
591,2026-07-29,Nameri National Park,26.92,92.88,clear sky,800,26.2,0.6,89,62.0,5.0
592,2026-07-29,Manas National Park,26.7,91.0,clear sky,800,22.7,1.6,91,0.0,5.0
593,2026-07-29,Tezpur,26.6338,92.8,light drizzle,300,41.7,5.9,71,9.2,20.0
594,2026-07-29,Majuli River Island,26.95,94.17,snow,601,27.5,3.6,59,7.3,50.0
595,2026-07-29,Jorhat,26.7509,94.2037,mist,701,27.0,1.1,68,0.0,45.0
596,2026-07-29,Sivasagar,26.9826,94.6425,heavy rain,502,20.9,4.8,70,16.8,60.0
597,2026-07-29,Dibrugarh,27.4728,94.912,few clouds,801,25.8,0.6,53,19.6,10.0
598,2026-07-29,Digboi Oil Heritage,27.3931,95.6186,light rain,500,30.4,5.8,92,0.0,30.0
599,2026-07-29,Haflong,25.1667,93.0167,light rain,500,29.1,1.4,57,46.1,30.0
600,2026-07-29,Tawang Monastery,27.5861,91.8594,scattered clouds,802,32.3,7.4,65,34.8,10.0
601,2026-07-29,Ziro Valley,27.5448,93.832,light rain,500,25.1,4.1,58,0.0,30.0
602,2026-07-29,Gangtok,27.3314,88.6138,mist,701,35.7,4.5,64,42.4,45.0
603,2026-07-29,Kohima,25.6751,94.1086,thunderstorm with heavy rain,202,26.6,3.2,98,26.8,80.0
604,2026-07-29,Dzukou Valley,25.5833,94.05,thunderstorm,200,32.9,2.2,48,13.0,80.0
605,2026-07-29,Imphal,24.817,93.9368,very heavy rain,503,43.3,2.9,46,64.9,75.0
606,2026-07-29,Loktak Lake,24.5333,93.8167,heavy rain,502,25.9,1.8,51,14.5,60.0
607,2026-07-29,Aizawl,23.7271,92.7176,thunderstorm with heavy rain,202,28.6,3.8,98,21.4,80.0
608,2026-07-29,Agartala,23.8315,91.2868,overcast clouds,804,21.8,1.4,86,40.3,10.0
609,2026-07-30,Kamakhya Temple,26.1664,91.7055,scattered clouds,802,22.2,2.2,49,27.0,10.0
610,2026-07-30,Umananda Island,26.1964,91.7453,fog,741,25.5,3.6,98,22.6,45.0
611,2026-07-30,Navagraha Temple,26.1749,91.7789,thunderstorm with heavy rain,202,36.3,8.6,48,34.1,80.0
612,2026-07-30,Basistha Temple,26.1132,91.797,thunderstorm with heavy rain,202,27.0,6.9,88,21.7,80.0
613,2026-07-30,Guwahati Railway Station,26.1824,91.7513,light rain,500,36.7,0.5,62,8.3,30.0
614,2026-07-30,LGB International Airport,26.1061,91.5859,few clouds,801,25.2,9.6,63,5.2,10.0
615,2026-07-30,Paltan Bazaar,26.1817,91.7503,moderate rain,501,24.2,6.0,50,15.5,30.0
616,2026-07-30,Fancy Bazaar,26.1836,91.7434,overcast clouds,804,32.6,5.1,85,0.0,10.0
617,2026-07-30,Pan Bazaar,26.1856,91.7455,snow,601,27.7,2.9,69,22.7,50.0
618,2026-07-30,Uzan Bazar Ghat,26.19,91.759,moderate rain,501,17.0,0.7,77,23.3,30.0
619,2026-07-30,Brahmaputra Riverfront,26.1905,91.748,light rain,500,29.1,3.4,83,28.3,30.0
620,2026-07-30,Dighalipukhuri,26.1861,91.7503,thunderstorm,200,42.4,9.8,78,45.8,95.0
621,2026-07-30,Nehru Park,26.1857,91.7477,light rain,500,26.2,1.6,55,47.6,30.0
622,2026-07-30,Assam State Museum,26.1857,91.7481,light drizzle,300,32.5,6.1,48,0.0,20.0
623,2026-07-30,Assam State Zoo & Botanical Garden,26.178,91.786,thunderstorm,200,25.9,7.2,96,0.0,80.0
624,2026-07-30,Srimanta Sankaradeva Kalakshetra,26.144,91.8058,snow,601,29.7,8.0,65,34.3,50.0
625,2026-07-30,Guwahati Planetarium,26.1856,91.7625,thunderstorm with heavy rain,202,17.5,1.4,46,11.3,80.0
626,2026-07-30,"Gandhi Mandap, Sarania Hill",26.175,91.758,heavy rain,502,35.6,0.8,98,65.4,60.0
627,2026-07-30,Nilachal Ropeway Terminal,26.188,91.744,haze,721,24.1,6.1,64,21.1,45.0
628,2026-07-30,Dispur Secretariat,26.142,91.79,few clouds,801,27.2,4.2,75,15.0,10.0
629,2026-07-30,Ganeshguri Junction,26.147,91.79,clear sky,800,26.3,5.3,53,9.6,5.0
630,2026-07-30,Six Mile,26.135,91.805,thunderstorm with heavy rain,202,29.2,5.1,54,11.5,80.0
631,2026-07-30,Beltola Bazaar,26.129,91.8,heavy rain,502,23.7,8.0,78,58.7,60.0
632,2026-07-30,Zoo Road Tiniali,26.165,91.78,light rain,500,32.7,2.4,51,9.0,30.0
633,2026-07-30,Chandmari,26.183,91.772,light rain,500,40.3,0.1,91,60.0,30.0
634,2026-07-30,Silpukhuri,26.188,91.766,haze,721,26.2,1.8,80,5.5,45.0
635,2026-07-30,Bharalumukh,26.17,91.735,very heavy rain,503,24.2,8.3,59,0.0,60.0
636,2026-07-30,Rehabari,26.175,91.748,light rain,500,27.6,1.2,56,0.0,30.0
637,2026-07-30,Bhangagarh,26.15,91.77,thunderstorm,200,24.1,10.4,70,43.4,90.0
638,2026-07-30,Hatigaon,26.136,91.788,heavy rain,502,29.8,0.7,96,37.9,60.0
639,2026-07-30,Kahilipara,26.133,91.762,haze,721,34.3,4.2,76,44.2,45.0
640,2026-07-30,Maligaon,26.158,91.679,light drizzle,300,31.0,7.3,50,16.3,20.0
641,2026-07-30,Jalukbari,26.152,91.665,thunderstorm with heavy rain,202,20.9,1.2,66,0.0,80.0
642,2026-07-30,Gauhati University,26.152,91.665,light drizzle,300,31.5,4.3,51,26.0,20.0
643,2026-07-30,IIT Guwahati,26.19,91.695,thunderstorm,200,29.6,6.6,71,69.0,80.0
644,2026-07-30,Guwahati Medical College,26.155,91.7,moderate rain,501,23.5,2.3,51,39.7,30.0
645,2026-07-30,Saraighat Bridge,26.1889,91.67,thunderstorm with heavy rain,202,21.6,4.4,93,12.3,80.0
646,2026-07-30,North Guwahati Ghat,26.198,91.69,few clouds,801,30.4,1.8,65,0.8,10.0
647,2026-07-30,Amingaon,26.19,91.66,light drizzle,300,30.8,5.7,69,23.2,20.0
648,2026-07-30,Noonmati,26.178,91.806,fog,741,32.5,4.5,84,14.9,45.0
649,2026-07-30,Narengi,26.175,91.84,mist,701,22.9,2.6,86,44.7,45.0
650,2026-07-30,Khanapara,26.118,91.818,overcast clouds,804,30.7,8.9,57,28.1,10.0
651,2026-07-30,Lokhra,26.105,91.735,light rain,500,24.2,2.9,79,16.1,30.0
652,2026-07-30,Deepor Beel Wildlife Sanctuary,26.12,91.65,light drizzle,300,34.2,5.9,98,28.0,20.0
653,2026-07-30,Sualkuchi Silk Village,26.1667,91.5667,moderate rain,501,28.1,3.7,50,7.8,30.0
654,2026-07-30,Hajo Pilgrimage Town,26.25,91.5167,heavy rain,502,28.4,7.7,55,23.4,60.0
655,2026-07-30,Madan Kamdev Ruins,26.3667,91.6333,heavy rain,502,27.2,6.9,52,9.0,60.0
656,2026-07-30,Chandubi Lake,25.9333,91.4333,moderate rain,501,26.8,6.3,79,8.7,30.0
657,2026-07-30,Accoland Water Park,26.09,91.59,light rain,500,31.6,1.5,56,0.0,30.0
658,2026-07-30,Pobitora Wildlife Sanctuary,26.2333,92.0833,moderate rain,501,28.6,4.3,48,37.6,30.0
659,2026-07-30,Shillong,25.5788,91.8933,overcast clouds,804,25.9,3.1,87,0.6,10.0
660,2026-07-30,Umiam Lake,25.657,91.889,haze,721,22.6,6.6,98,1.0,45.0
661,2026-07-30,Cherrapunji (Sohra),25.2912,91.6783,light rain,500,26.2,4.2,88,37.0,30.0
662,2026-07-30,Nohkalikai Falls,25.276,91.6857,mist,701,26.0,1.0,90,19.5,45.0
663,2026-07-30,"Living Root Bridge, Nongriat",25.247,91.715,few clouds,801,25.4,0.2,81,2.7,10.0
664,2026-07-30,Mawlynnong Village,25.2,91.9167,scattered clouds,802,28.1,0.2,55,2.6,10.0
665,2026-07-30,Dawki / Umngot River,25.19,92.02,haze,721,25.6,4.1,72,51.4,45.0
666,2026-07-30,Kaziranga National Park,26.5775,93.1711,overcast clouds,804,29.2,5.7,83,5.3,10.0
667,2026-07-30,Nameri National Park,26.92,92.88,light drizzle,300,22.1,9.1,49,45.2,20.0
668,2026-07-30,Manas National Park,26.7,91.0,moderate rain,501,31.8,5.5,45,0.0,30.0
669,2026-07-30,Tezpur,26.6338,92.8,thunderstorm,200,23.8,0.9,71,28.8,80.0
670,2026-07-30,Majuli River Island,26.95,94.17,heavy rain,502,16.8,4.6,51,0.0,60.0
671,2026-07-30,Jorhat,26.7509,94.2037,fog,741,27.1,2.2,63,52.7,45.0
672,2026-07-30,Sivasagar,26.9826,94.6425,mist,701,27.4,1.1,81,54.3,45.0
673,2026-07-30,Dibrugarh,27.4728,94.912,heavy rain,502,28.9,5.8,54,0.0,60.0
674,2026-07-30,Digboi Oil Heritage,27.3931,95.6186,light rain,500,19.8,0.4,89,49.3,30.0
675,2026-07-30,Haflong,25.1667,93.0167,light drizzle,300,16.7,3.3,68,63.7,20.0
676,2026-07-30,Tawang Monastery,27.5861,91.8594,light drizzle,300,26.9,4.2,89,46.6,20.0
677,2026-07-30,Ziro Valley,27.5448,93.832,very heavy rain,503,27.4,5.6,64,44.7,60.0
678,2026-07-30,Gangtok,27.3314,88.6138,thunderstorm with heavy rain,202,27.4,3.0,86,43.8,80.0
679,2026-07-30,Kohima,25.6751,94.1086,scattered clouds,802,32.0,2.7,71,15.6,10.0
680,2026-07-30,Dzukou Valley,25.5833,94.05,mist,701,30.6,1.6,55,0.0,45.0
681,2026-07-30,Imphal,24.817,93.9368,few clouds,801,23.1,2.7,94,48.6,10.0
682,2026-07-30,Loktak Lake,24.5333,93.8167,clear sky,800,31.3,1.5,98,62.3,5.0
683,2026-07-30,Aizawl,23.7271,92.7176,few clouds,801,28.3,4.4,68,12.4,10.0
684,2026-07-30,Agartala,23.8315,91.2868,thunderstorm with heavy rain,202,20.9,1.2,52,16.9,80.0
685,2026-07-31,Kamakhya Temple,26.1664,91.7055,very heavy rain,503,33.8,3.7,73,40.2,60.0
686,2026-07-31,Umananda Island,26.1964,91.7453,heavy rain,502,26.2,8.9,61,30.1,60.0
687,2026-07-31,Navagraha Temple,26.1749,91.7789,thunderstorm,200,24.2,2.6,69,64.7,80.0
688,2026-07-31,Basistha Temple,26.1132,91.797,thunderstorm,200,28.8,5.3,59,35.2,80.0
689,2026-07-31,Guwahati Railway Station,26.1824,91.7513,very heavy rain,503,33.1,3.1,46,61.1,60.0
690,2026-07-31,LGB International Airport,26.1061,91.5859,very heavy rain,503,25.4,2.4,56,20.2,60.0
691,2026-07-31,Paltan Bazaar,26.1817,91.7503,heavy rain,502,28.2,5.8,96,55.0,60.0
692,2026-07-31,Fancy Bazaar,26.1836,91.7434,thunderstorm,200,26.3,1.8,67,70.5,80.0
693,2026-07-31,Pan Bazaar,26.1856,91.7455,moderate rain,501,32.2,4.0,78,29.3,30.0
694,2026-07-31,Uzan Bazar Ghat,26.19,91.759,scattered clouds,802,20.7,0.8,98,15.3,10.0
695,2026-07-31,Brahmaputra Riverfront,26.1905,91.748,mist,701,25.5,0.2,63,14.4,45.0
696,2026-07-31,Dighalipukhuri,26.1861,91.7503,few clouds,801,35.1,4.9,62,15.4,10.0
697,2026-07-31,Nehru Park,26.1857,91.7477,light drizzle,300,17.8,2.0,64,29.4,20.0
698,2026-07-31,Assam State Museum,26.1857,91.7481,light drizzle,300,37.2,6.9,96,35.2,20.0
699,2026-07-31,Assam State Zoo & Botanical Garden,26.178,91.786,heavy rain,502,21.6,1.1,91,46.9,60.0
700,2026-07-31,Srimanta Sankaradeva Kalakshetra,26.144,91.8058,light drizzle,300,32.2,4.1,92,3.9,20.0
701,2026-07-31,Guwahati Planetarium,26.1856,91.7625,few clouds,801,21.7,2.5,57,0.0,10.0
702,2026-07-31,"Gandhi Mandap, Sarania Hill",26.175,91.758,very heavy rain,503,24.3,7.5,87,0.0,60.0
703,2026-07-31,Nilachal Ropeway Terminal,26.188,91.744,light rain,500,30.9,2.9,87,29.3,30.0
704,2026-07-31,Dispur Secretariat,26.142,91.79,scattered clouds,802,30.7,2.2,96,31.9,10.0
705,2026-07-31,Ganeshguri Junction,26.147,91.79,heavy rain,502,21.7,9.7,66,8.0,60.0
706,2026-07-31,Six Mile,26.135,91.805,light drizzle,300,31.6,1.7,66,0.0,20.0
707,2026-07-31,Beltola Bazaar,26.129,91.8,light rain,500,25.1,0.6,52,0.0,30.0
708,2026-07-31,Zoo Road Tiniali,26.165,91.78,heavy rain,502,29.8,4.6,57,14.7,60.0
709,2026-07-31,Chandmari,26.183,91.772,moderate rain,501,24.4,5.5,64,0.0,30.0
710,2026-07-31,Silpukhuri,26.188,91.766,overcast clouds,804,32.6,6.7,81,16.9,10.0
711,2026-07-31,Bharalumukh,26.17,91.735,mist,701,27.8,5.2,90,22.3,45.0
712,2026-07-31,Rehabari,26.175,91.748,light rain,500,32.3,4.6,48,16.2,30.0
713,2026-07-31,Bhangagarh,26.15,91.77,clear sky,800,36.4,2.8,55,5.0,5.0
714,2026-07-31,Hatigaon,26.136,91.788,thunderstorm,200,28.5,2.7,72,5.1,80.0
715,2026-07-31,Kahilipara,26.133,91.762,heavy rain,502,35.4,2.9,69,48.9,60.0
716,2026-07-31,Maligaon,26.158,91.679,thunderstorm,200,38.0,3.6,93,1.7,80.0
717,2026-07-31,Jalukbari,26.152,91.665,thunderstorm with heavy rain,202,35.0,5.1,85,16.2,80.0
718,2026-07-31,Gauhati University,26.152,91.665,mist,701,27.1,1.4,77,28.8,45.0
719,2026-07-31,IIT Guwahati,26.19,91.695,heavy rain,502,36.1,6.3,64,44.1,60.0
720,2026-07-31,Guwahati Medical College,26.155,91.7,moderate rain,501,22.7,2.4,88,14.0,30.0
721,2026-07-31,Saraighat Bridge,26.1889,91.67,snow,601,37.0,0.1,67,18.0,50.0
722,2026-07-31,North Guwahati Ghat,26.198,91.69,fog,741,28.4,1.7,59,13.5,45.0
723,2026-07-31,Amingaon,26.19,91.66,thunderstorm,200,34.0,6.8,82,5.2,80.0
724,2026-07-31,Noonmati,26.178,91.806,thunderstorm,200,29.3,3.5,85,0.0,80.0
725,2026-07-31,Narengi,26.175,91.84,light drizzle,300,27.7,2.6,48,0.0,20.0
726,2026-07-31,Khanapara,26.118,91.818,clear sky,800,26.1,0.2,69,0.0,5.0
727,2026-07-31,Lokhra,26.105,91.735,scattered clouds,802,35.8,3.4,58,6.1,10.0
728,2026-07-31,Deepor Beel Wildlife Sanctuary,26.12,91.65,light drizzle,300,24.1,0.5,62,0.0,20.0
729,2026-07-31,Sualkuchi Silk Village,26.1667,91.5667,heavy rain,502,23.0,2.5,51,0.0,60.0
730,2026-07-31,Hajo Pilgrimage Town,26.25,91.5167,light drizzle,300,29.3,3.2,83,0.0,20.0
731,2026-07-31,Madan Kamdev Ruins,26.3667,91.6333,overcast clouds,804,34.1,3.2,57,1.9,10.0
732,2026-07-31,Chandubi Lake,25.9333,91.4333,overcast clouds,804,17.5,5.9,89,1.6,10.0
733,2026-07-31,Accoland Water Park,26.09,91.59,fog,741,28.3,3.4,87,28.3,45.0
734,2026-07-31,Pobitora Wildlife Sanctuary,26.2333,92.0833,heavy rain,502,15.8,4.3,94,20.3,60.0
735,2026-07-31,Shillong,25.5788,91.8933,moderate rain,501,25.7,3.3,61,1.0,30.0
736,2026-07-31,Umiam Lake,25.657,91.889,haze,721,27.9,0.9,97,26.0,45.0
737,2026-07-31,Cherrapunji (Sohra),25.2912,91.6783,overcast clouds,804,29.0,5.9,96,6.3,10.0
738,2026-07-31,Nohkalikai Falls,25.276,91.6857,scattered clouds,802,34.2,0.7,45,0.0,10.0
739,2026-07-31,"Living Root Bridge, Nongriat",25.247,91.715,mist,701,25.4,2.5,67,67.1,45.0
740,2026-07-31,Mawlynnong Village,25.2,91.9167,light drizzle,300,27.5,1.1,66,0.0,20.0
741,2026-07-31,Dawki / Umngot River,25.19,92.02,overcast clouds,804,35.5,2.7,62,37.6,10.0
742,2026-07-31,Kaziranga National Park,26.5775,93.1711,moderate rain,501,18.8,0.4,55,42.6,30.0
743,2026-07-31,Nameri National Park,26.92,92.88,scattered clouds,802,26.4,3.2,55,61.7,10.0
744,2026-07-31,Manas National Park,26.7,91.0,moderate rain,501,23.1,7.5,84,6.7,30.0
745,2026-07-31,Tezpur,26.6338,92.8,light rain,500,28.9,3.0,88,47.4,30.0
746,2026-07-31,Majuli River Island,26.95,94.17,mist,701,22.2,0.2,71,21.1,45.0
747,2026-07-31,Jorhat,26.7509,94.2037,moderate rain,501,30.8,7.5,45,7.4,30.0
748,2026-07-31,Sivasagar,26.9826,94.6425,thunderstorm,200,22.3,0.8,87,3.1,80.0
749,2026-07-31,Dibrugarh,27.4728,94.912,mist,701,27.1,1.0,84,48.4,45.0
750,2026-07-31,Digboi Oil Heritage,27.3931,95.6186,light drizzle,300,23.7,6.0,69,49.0,20.0
751,2026-07-31,Haflong,25.1667,93.0167,overcast clouds,804,18.6,6.4,84,51.8,10.0
752,2026-07-31,Tawang Monastery,27.5861,91.8594,overcast clouds,804,33.7,4.9,55,0.0,10.0
753,2026-07-31,Ziro Valley,27.5448,93.832,few clouds,801,28.2,1.3,62,34.9,10.0
754,2026-07-31,Gangtok,27.3314,88.6138,heavy rain,502,25.0,4.2,74,28.4,60.0
755,2026-07-31,Kohima,25.6751,94.1086,moderate rain,501,27.0,2.3,76,6.1,30.0
756,2026-07-31,Dzukou Valley,25.5833,94.05,moderate rain,501,26.7,4.0,71,8.4,30.0
757,2026-07-31,Imphal,24.817,93.9368,few clouds,801,25.2,1.8,95,0.0,10.0
758,2026-07-31,Loktak Lake,24.5333,93.8167,light drizzle,300,24.6,1.0,87,17.1,20.0
759,2026-07-31,Aizawl,23.7271,92.7176,moderate rain,501,35.9,0.5,97,22.7,30.0
760,2026-07-31,Agartala,23.8315,91.2868,heavy rain,502,23.9,6.8,87,0.0,60.0
761,2026-08-01,Kamakhya Temple,26.1664,91.7055,light rain,500,28.7,2.2,87,22.0,30.0
762,2026-08-01,Umananda Island,26.1964,91.7453,thunderstorm with heavy rain,202,32.1,6.2,78,13.4,80.0
763,2026-08-01,Navagraha Temple,26.1749,91.7789,light rain,500,34.6,8.5,76,43.2,30.0
764,2026-08-01,Basistha Temple,26.1132,91.797,thunderstorm,200,33.4,7.2,57,39.4,80.0
765,2026-08-01,Guwahati Railway Station,26.1824,91.7513,scattered clouds,802,25.2,4.8,97,25.8,10.0
766,2026-08-01,LGB International Airport,26.1061,91.5859,scattered clouds,802,18.2,1.2,98,47.3,10.0
767,2026-08-01,Paltan Bazaar,26.1817,91.7503,very heavy rain,503,35.4,8.0,74,0.0,60.0
768,2026-08-01,Fancy Bazaar,26.1836,91.7434,scattered clouds,802,21.9,2.8,48,18.2,10.0
769,2026-08-01,Pan Bazaar,26.1856,91.7455,moderate rain,501,30.7,0.1,77,28.7,30.0
770,2026-08-01,Uzan Bazar Ghat,26.19,91.759,very heavy rain,503,32.2,3.0,51,58.8,60.0
771,2026-08-01,Brahmaputra Riverfront,26.1905,91.748,light rain,500,21.9,1.5,77,37.1,30.0
772,2026-08-01,Dighalipukhuri,26.1861,91.7503,heavy rain,502,26.7,1.4,70,0.3,60.0
773,2026-08-01,Nehru Park,26.1857,91.7477,haze,721,27.0,6.7,53,39.9,45.0
774,2026-08-01,Assam State Museum,26.1857,91.7481,mist,701,18.4,6.6,80,14.3,45.0
775,2026-08-01,Assam State Zoo & Botanical Garden,26.178,91.786,mist,701,16.6,1.8,85,21.5,45.0
776,2026-08-01,Srimanta Sankaradeva Kalakshetra,26.144,91.8058,thunderstorm,200,23.6,5.5,53,0.0,80.0
777,2026-08-01,Guwahati Planetarium,26.1856,91.7625,haze,721,17.8,0.9,77,0.0,45.0
778,2026-08-01,"Gandhi Mandap, Sarania Hill",26.175,91.758,thunderstorm,200,28.4,2.4,82,0.0,80.0
779,2026-08-01,Nilachal Ropeway Terminal,26.188,91.744,heavy rain,502,23.5,1.9,92,42.3,60.0
780,2026-08-01,Dispur Secretariat,26.142,91.79,mist,701,27.3,1.2,51,19.9,45.0
781,2026-08-01,Ganeshguri Junction,26.147,91.79,clear sky,800,33.9,6.2,57,13.3,5.0
782,2026-08-01,Six Mile,26.135,91.805,haze,721,26.9,8.7,48,5.1,45.0
783,2026-08-01,Beltola Bazaar,26.129,91.8,very heavy rain,503,36.0,2.1,47,0.7,60.0
784,2026-08-01,Zoo Road Tiniali,26.165,91.78,heavy rain,502,25.1,6.1,59,0.0,60.0
785,2026-08-01,Chandmari,26.183,91.772,thunderstorm,200,26.6,1.5,95,29.2,80.0
786,2026-08-01,Silpukhuri,26.188,91.766,very heavy rain,503,32.7,0.9,71,25.1,60.0
787,2026-08-01,Bharalumukh,26.17,91.735,haze,721,27.3,6.1,80,56.9,45.0
788,2026-08-01,Rehabari,26.175,91.748,overcast clouds,804,34.7,5.1,73,0.0,10.0
789,2026-08-01,Bhangagarh,26.15,91.77,thunderstorm with heavy rain,202,23.9,7.5,86,0.0,80.0
790,2026-08-01,Hatigaon,26.136,91.788,thunderstorm,200,30.7,6.5,57,55.9,80.0
791,2026-08-01,Kahilipara,26.133,91.762,light drizzle,300,34.8,5.5,56,57.6,20.0
792,2026-08-01,Maligaon,26.158,91.679,scattered clouds,802,31.9,2.4,61,23.1,10.0
793,2026-08-01,Jalukbari,26.152,91.665,scattered clouds,802,26.1,1.5,66,0.0,10.0
794,2026-08-01,Gauhati University,26.152,91.665,few clouds,801,34.1,5.0,94,3.4,10.0
795,2026-08-01,IIT Guwahati,26.19,91.695,fog,741,23.1,0.2,76,25.8,45.0
796,2026-08-01,Guwahati Medical College,26.155,91.7,few clouds,801,26.4,0.2,56,0.0,10.0
797,2026-08-01,Saraighat Bridge,26.1889,91.67,moderate rain,501,25.1,3.9,79,7.3,30.0
798,2026-08-01,North Guwahati Ghat,26.198,91.69,overcast clouds,804,29.0,3.2,68,39.9,10.0
799,2026-08-01,Amingaon,26.19,91.66,light drizzle,300,25.9,7.5,75,64.6,20.0
800,2026-08-01,Noonmati,26.178,91.806,haze,721,35.4,3.4,73,20.1,45.0
801,2026-08-01,Narengi,26.175,91.84,light drizzle,300,19.3,0.7,60,54.6,20.0
802,2026-08-01,Khanapara,26.118,91.818,light rain,500,38.4,2.3,69,0.0,30.0
803,2026-08-01,Lokhra,26.105,91.735,light drizzle,300,26.9,3.4,78,28.6,20.0
804,2026-08-01,Deepor Beel Wildlife Sanctuary,26.12,91.65,thunderstorm with heavy rain,202,26.6,0.9,86,20.5,80.0
805,2026-08-01,Sualkuchi Silk Village,26.1667,91.5667,overcast clouds,804,26.9,3.8,55,60.4,10.0
806,2026-08-01,Hajo Pilgrimage Town,26.25,91.5167,moderate rain,501,25.6,2.6,85,5.7,30.0
807,2026-08-01,Madan Kamdev Ruins,26.3667,91.6333,thunderstorm,200,24.1,5.6,51,30.9,80.0
808,2026-08-01,Chandubi Lake,25.9333,91.4333,mist,701,27.7,8.9,97,0.0,45.0
809,2026-08-01,Accoland Water Park,26.09,91.59,fog,741,25.1,3.5,74,16.6,45.0
810,2026-08-01,Pobitora Wildlife Sanctuary,26.2333,92.0833,few clouds,801,29.7,2.7,49,35.1,10.0
811,2026-08-01,Shillong,25.5788,91.8933,heavy rain,502,31.8,3.8,69,0.0,60.0
812,2026-08-01,Umiam Lake,25.657,91.889,light rain,500,26.1,4.4,45,26.0,30.0
813,2026-08-01,Cherrapunji (Sohra),25.2912,91.6783,heavy rain,502,22.3,0.2,82,64.6,60.0
814,2026-08-01,Nohkalikai Falls,25.276,91.6857,light rain,500,23.9,5.1,88,17.6,30.0
815,2026-08-01,"Living Root Bridge, Nongriat",25.247,91.715,light drizzle,300,32.4,7.9,73,0.0,20.0
816,2026-08-01,Mawlynnong Village,25.2,91.9167,few clouds,801,30.0,7.3,92,32.7,10.0
817,2026-08-01,Dawki / Umngot River,25.19,92.02,light rain,500,22.0,4.6,85,41.2,30.0
818,2026-08-01,Kaziranga National Park,26.5775,93.1711,fog,741,30.3,7.0,68,0.0,45.0
819,2026-08-01,Nameri National Park,26.92,92.88,haze,721,28.7,9.6,54,19.8,45.0
820,2026-08-01,Manas National Park,26.7,91.0,heavy rain,502,16.2,3.7,64,4.0,60.0
821,2026-08-01,Tezpur,26.6338,92.8,overcast clouds,804,20.0,3.2,58,0.0,10.0
822,2026-08-01,Majuli River Island,26.95,94.17,moderate rain,501,29.9,5.8,98,33.0,30.0
823,2026-08-01,Jorhat,26.7509,94.2037,light drizzle,300,32.9,6.9,81,47.2,20.0
824,2026-08-01,Sivasagar,26.9826,94.6425,fog,741,33.6,1.2,80,17.0,45.0
825,2026-08-01,Dibrugarh,27.4728,94.912,few clouds,801,24.7,2.4,57,13.6,10.0
826,2026-08-01,Digboi Oil Heritage,27.3931,95.6186,light rain,500,33.1,0.1,51,44.3,30.0
827,2026-08-01,Haflong,25.1667,93.0167,light drizzle,300,29.4,5.3,76,0.0,20.0
828,2026-08-01,Tawang Monastery,27.5861,91.8594,light drizzle,300,22.4,4.8,68,1.7,20.0
829,2026-08-01,Ziro Valley,27.5448,93.832,thunderstorm with heavy rain,202,27.2,5.3,65,18.4,80.0
830,2026-08-01,Gangtok,27.3314,88.6138,thunderstorm,200,19.2,5.6,53,36.7,80.0
831,2026-08-01,Kohima,25.6751,94.1086,very heavy rain,503,33.0,1.8,73,4.5,60.0
832,2026-08-01,Dzukou Valley,25.5833,94.05,moderate rain,501,31.1,5.5,98,48.5,30.0
833,2026-08-01,Imphal,24.817,93.9368,light drizzle,300,18.7,6.4,57,13.7,20.0
834,2026-08-01,Loktak Lake,24.5333,93.8167,few clouds,801,28.9,9.7,77,20.2,10.0
835,2026-08-01,Aizawl,23.7271,92.7176,heavy rain,502,21.9,5.0,94,0.0,60.0
836,2026-08-01,Agartala,23.8315,91.2868,moderate rain,501,10.4,0.0,75,0.0,30.0
837,2026-08-02,Kamakhya Temple,26.1664,91.7055,very heavy rain,503,32.0,5.3,94,0.0,60.0
838,2026-08-02,Umananda Island,26.1964,91.7453,scattered clouds,802,25.8,0.3,68,17.9,10.0
839,2026-08-02,Navagraha Temple,26.1749,91.7789,moderate rain,501,19.7,0.5,96,55.7,30.0
840,2026-08-02,Basistha Temple,26.1132,91.797,thunderstorm,200,29.9,3.0,81,29.4,80.0
841,2026-08-02,Guwahati Railway Station,26.1824,91.7513,fog,741,17.0,0.7,92,11.3,45.0
842,2026-08-02,LGB International Airport,26.1061,91.5859,few clouds,801,28.3,3.6,61,0.0,10.0
843,2026-08-02,Paltan Bazaar,26.1817,91.7503,light rain,500,28.9,5.5,95,0.0,30.0
